Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
Town,Apple Valley,2009,68828,68379,449,25962,20654,3918,1390,23498,9.49079423773207,2.9099923397735976,,,,,2464,E-8
Town,Apple Valley,2010,69135,68674,461,26117,20742,3936,1439,23598,9.645058773978633,2.910161878125265,19891.0,851.0,2501.0,1435.0,2519,E-8
Town,Apple Valley,2011,69857,69394,463,26168,20802,3932,1434,23697,9.442830938550903,2.9283875596067013,19949.0,853.0,2497.0,1435.0,2471,E-8
Town,Apple Valley,2012,70571,70106,465,26231,20873,3929,1429,23872,8.993176013114256,2.936745978552279,20016.0,857.0,2493.0,1436.0,2359,E-8
Town,Apple Valley,2013,71395,70928,467,26286,20937,3926,1423,24179,8.01567374267671,2.9334546507299724,20072.0,865.0,2489.0,1437.0,2107,E-8
Town,Apple Valley,2014,71924,71455,469,26388,21044,3927,1417,24390,7.571623465211463,2.9296842968429684,20176.0,868.0,2490.0,1437.0,1998,E-8
Town,Apple Valley,2015,72700,72229,471,26493,21155,3928,1410,24577,7.232099045030759,2.938885950278716,20283.0,872.0,2490.0,1438.0,1916,E-8
Town,Apple Valley,2016,73439,72966,473,26603,21275,3924,1404,24866,6.529338796376349,2.93436821362503,20400.0,875.0,2486.0,1438.0,1737,E-8
Town,Apple Valley,2017,74099,73624,475,26753,21416,3939,1398,25122,6.096512540649646,2.930658387071093,20538.0,878.0,2482.0,1457.0,1631,E-8
Town,Apple Valley,2018,74853,74376,477,26943,21608,3943,1392,25467,5.478231822736889,2.9204853339615973,20727.0,881.0,2477.0,1466.0,1476,E-8
Town,Apple Valley,2019,75523,75044,479,27081,21756,3939,1386,25726,5.0035079945349175,2.91704889994558,20871.0,885.0,2473.0,1466.0,1355,E-8
Town,Apple Valley,2020,75917,75441,476,27181,21869,3932,1380,25928,4.61,2.9096343721073743,20980.0,889.0,2465.0,1467.0,1253,E-8
Town,Atherton,1991,7008,6587,421,2525,2498,27,0,2412,4.475247524752475,2.7309286898839136,,,,,113,E-8
Town,Atherton,1992,7055,6662,393,2528,2504,24,0,2417,4.390822784810126,2.7563094745552337,,,,,111,E-8
Town,Atherton,1993,7078,6694,384,2525,2502,23,0,2415,4.356435643564356,2.77184265010352,,,,,110,E-8
Town,Atherton,1994,7064,6689,375,2515,2495,20,0,2408,4.254473161033797,2.7778239202657806,,,,,107,E-8
Town,Atherton,1995,7083,6717,366,2516,2498,18,0,2411,4.17329093799682,2.7859809207797595,,,,,105,E-8
Town,Atherton,1996,7109,6752,357,2520,2504,16,0,2418,4.047619047619048,2.7923904052936317,,,,,102,E-8
Town,Atherton,1997,7147,6799,348,2520,2506,14,0,2421,3.928571428571429,2.808343659644775,,,,,99,E-8
Town,Atherton,1998,7184,6846,338,2518,2506,12,0,2420,3.8919777601270846,2.8289256198347106,,,,,98,E-8
Town,Atherton,1999,7190,6861,329,2515,2505,10,0,2420,3.7773359840954273,2.835123966942149,,,,,95,E-8
Town,Atherton,2000,7194,6874,320,2511,2504,7,0,2418,3.7037037037037033,2.8428453267162945,,,,,93,E-8
Town,Atherton,2001,7147,6824,323,2504,2498,6,0,2402,4.073482428115016,2.8409658617818483,,,,,102,E-8
Town,Atherton,2002,7056,6726,330,2502,2496,6,0,2388,4.556354916067146,2.8165829145728645,,,,,114,E-8
Town,Atherton,2003,6998,6662,336,2510,2505,5,0,2384,5.0199203187251,2.7944630872483223,,,,,126,E-8
Town,Atherton,2004,6975,6632,343,2525,2521,4,0,2385,5.544554455445545,2.780712788259958,,,,,140,E-8
Town,Atherton,2005,6900,6550,350,2523,2519,4,0,2371,6.024573919936584,2.762547448334036,,,,,152,E-8
Town,Atherton,2006,6854,6497,357,2521,2518,3,0,2357,6.505355017850059,2.7564700890963088,,,,,164,E-8
Town,Atherton,2007,6917,6554,363,2545,2543,2,0,2384,6.326129666011787,2.7491610738255035,,,,,161,E-8
Town,Atherton,2008,6940,6570,370,2545,2543,2,0,2372,6.797642436149312,2.769814502529511,,,,,173,E-8
Town,Atherton,2009,6898,6521,377,2524,2523,1,0,2340,7.290015847860539,2.7867521367521366,,,,,184,E-8
Town,Atherton,2010,6914,6529,385,2530,2530,0,0,2330,7.905138339920947,2.802145922746781,2514.0,16.0,0.0,0.0,200,E-8
Town,Atherton,2011,6945,6540,405,2515,2515,0,0,2311,8.111332007952289,2.829943747295543,2499.0,16.0,0.0,0.0,204,E-8
Town,Atherton,2012,6981,6556,425,2497,2497,0,0,2288,8.370044052863435,2.8653846153846154,2481.0,16.0,0.0,0.0,209,E-8
Town,Atherton,2013,7020,6575,445,2483,2483,0,0,2259,9.021345146999591,2.910579902611775,2467.0,16.0,0.0,0.0,224,E-8
Town,Atherton,2014,7030,6565,465,2472,2472,0,0,2243,9.263754045307447,2.926883637984841,2456.0,16.0,0.0,0.0,229,E-8
Town,Atherton,2015,7057,6572,485,2464,2464,0,0,2230,9.496753246753242,2.947085201793722,2448.0,16.0,0.0,0.0,234,E-8
Town,Atherton,2016,7074,6569,505,2465,2465,0,0,2221,9.898580121703858,2.9576767221972085,2449.0,16.0,0.0,0.0,244,E-8
Town,Atherton,2017,7113,6588,525,2480,2480,0,0,2228,10.16129032258064,2.956912028725314,2454.0,26.0,0.0,0.0,252,E-8
Town,Atherton,2018,7143,6598,545,2494,2494,0,0,2232,10.505212510024052,2.956093189964158,2460.0,34.0,0.0,0.0,262,E-8
Town,Atherton,2019,7162,6597,565,2510,2510,0,0,2239,10.796812749003982,2.9464046449307726,2462.0,48.0,0.0,0.0,271,E-8
Town,Atherton,2020,7182,6594,588,2526,2516,10,0,2252,10.85,2.928063943161634,2468.0,48.0,10.0,0.0,274,E-8
Town,Colma,1991,1132,1119,13,434,232,137,65,412,5.0691244239631335,2.716019417475728,,,,,22,E-8
Town,Colma,1992,1116,1103,13,424,233,132,59,403,4.952830188679245,2.73697270471464,,,,,21,E-8
Town,Colma,1993,1116,1102,14,406,231,123,52,387,4.679802955665025,2.847545219638243,,,,,19,E-8
Town,Colma,1994,1129,1115,14,397,233,118,46,377,5.037783375314862,2.957559681697613,,,,,20,E-8
Town,Colma,1995,1170,1122,48,403,233,130,40,384,4.714640198511166,2.921875,,,,,19,E-8
Town,Colma,1996,1172,1124,48,391,236,122,33,373,4.603580562659847,3.013404825737265,,,,,18,E-8
Town,Colma,1997,1171,1123,48,378,238,113,27,360,4.761904761904762,3.1194444444444445,,,,,18,E-8
Town,Colma,1998,1193,1144,49,372,239,113,20,356,4.301075268817205,3.213483146067416,,,,,16,E-8
Town,Colma,1999,1191,1142,49,358,241,103,14,343,4.189944134078212,3.3294460641399417,,,,,15,E-8
Town,Colma,2000,1186,1137,49,344,242,94,8,330,4.069767441860465,3.4454545454545453,,,,,14,E-8
Town,Colma,2001,1173,1125,48,340,246,88,6,326,4.117647058823529,3.450920245398773,,,,,14,E-8
Town,Colma,2002,1159,1113,46,341,251,83,7,327,4.105571847507331,3.403669724770642,,,,,14,E-8
Town,Colma,2003,1137,1093,44,339,254,78,7,325,4.129793510324483,3.3630769230769237,,,,,14,E-8
Town,Colma,2004,1219,1177,42,369,288,73,8,353,4.336043360433604,3.3342776203966005,,,,,16,E-8
Town,Colma,2005,1465,1425,40,448,296,144,8,429,4.241071428571429,3.3216783216783217,,,,,19,E-8
Town,Colma,2006,1456,1418,38,448,301,139,8,430,4.017857142857143,3.297674418604651,,,,,18,E-8
Town,Colma,2007,1449,1413,36,447,304,134,9,431,3.5794183445190155,3.2784222737819024,,,,,16,E-8
Town,Colma,2008,1725,1691,34,447,310,128,9,431,3.5794183445190155,3.9234338747099766,,,,,16,E-8
Town,Colma,2009,1451,1419,32,445,312,123,10,429,3.5955056179775284,3.3076923076923075,,,,,16,E-8
Town,Colma,2010,1454,1425,29,446,318,118,10,430,3.58744394618834,3.313953488372093,205.0,113.0,88.0,30.0,16,E-8
Town,Colma,2011,1443,1411,32,447,319,118,10,431,3.579418344519014,3.273781902552204,206.0,113.0,88.0,30.0,16,E-8
Town,Colma,2012,1414,1401,13,448,320,118,10,431,3.79464285714286,3.250580046403712,206.0,114.0,88.0,30.0,17,E-8
Town,Colma,2013,1411,1395,16,449,321,118,10,432,3.786191536748329,3.2291666666666665,207.0,114.0,88.0,30.0,17,E-8
Town,Colma,2014,1395,1376,19,450,322,118,10,433,3.77777777777778,3.1778290993071594,207.0,115.0,88.0,30.0,17,E-8
Town,Colma,2015,1379,1357,22,451,323,118,10,434,3.7694013303769434,3.1267281105990783,207.0,116.0,88.0,30.0,17,E-8
Town,Colma,2016,1359,1334,25,452,324,118,10,435,3.761061946902655,3.066666666666667,208.0,116.0,88.0,30.0,17,E-8
Town,Colma,2017,1334,1306,28,453,325,118,10,436,3.752759381898452,2.9954128440366974,208.0,117.0,88.0,30.0,17,E-8
Town,Colma,2018,1296,1265,31,450,322,118,10,433,3.77777777777778,2.92147806004619,204.0,118.0,88.0,30.0,17,E-8
Town,Colma,2019,1293,1259,34,459,331,118,10,442,3.703703703703709,2.8484162895927603,213.0,118.0,88.0,30.0,17,E-8
Town,Colma,2020,1482,1449,33,526,331,185,10,509,3.23,2.8467583497053046,213.0,118.0,88.0,97.0,17,E-8
Town,Corte Madera,1991,8293,8292,1,3719,2933,784,2,3584,3.630008066684592,2.313616071428572,,,,,135,E-8
Town,Corte Madera,1992,8297,8296,1,3717,2929,786,2,3590,3.4167339252085016,2.3108635097493035,,,,,127,E-8
Town,Corte Madera,1993,8306,8304,2,3711,2920,788,3,3591,3.2336297493936947,2.3124477861319965,,,,,120,E-8
Town,Corte Madera,1994,8394,8391,3,3707,2913,790,4,3593,3.075263015915835,2.335374338992485,,,,,114,E-8
Town,Corte Madera,1995,8510,8506,4,3717,2910,802,5,3610,2.878665590529997,2.3562326869806096,,,,,107,E-8
Town,Corte Madera,1996,8597,8592,5,3724,2915,803,6,3625,2.65843179377014,2.370206896551724,,,,,99,E-8
Town,Corte Madera,1997,8719,8714,5,3752,2941,805,6,3658,2.505330490405117,2.382176052487698,,,,,94,E-8
Town,Corte Madera,1998,8843,8837,6,3794,2980,807,7,3706,2.319451765946231,2.3845116028062603,,,,,88,E-8
Town,Corte Madera,1999,9002,8995,7,3843,3026,809,8,3760,2.1597710122300287,2.3922872340425534,,,,,83,E-8
Town,Corte Madera,2000,9087,9079,8,3850,3030,811,9,3775,1.948051948051948,2.4050331125827813,,,,,75,E-8
Town,Corte Madera,2001,9085,9078,7,3851,3038,805,8,3766,2.207218904180732,2.4105151354221985,,,,,85,E-8
Town,Corte Madera,2002,9295,9288,7,3967,3044,915,8,3863,2.621628434585329,2.404348951592027,,,,,104,E-8
Town,Corte Madera,2003,9213,9207,6,3965,3053,905,7,3846,3.001261034047919,2.3939157566302653,,,,,119,E-8
Town,Corte Madera,2004,9147,9142,5,3963,3060,897,6,3829,3.3812768104970985,2.387568555758684,,,,,134,E-8
Town,Corte Madera,2005,9041,9037,4,3962,3069,888,5,3813,3.760726905603231,2.370049829530553,,,,,149,E-8
Town,Corte Madera,2006,9020,9017,3,3959,3076,879,4,3794,4.1677191209901485,2.3766473379019506,,,,,165,E-8
Town,Corte Madera,2007,8994,8991,3,3958,3085,870,3,3777,4.573016675088429,2.380460683081811,,,,,181,E-8
Town,Corte Madera,2008,9017,9015,2,3954,3091,861,2,3758,4.957005563985837,2.39888238424694,,,,,196,E-8
Town,Corte Madera,2009,9211,9210,1,4030,3097,932,1,3816,5.310173697270471,2.4135220125786163,,,,,214,E-8
Town,Corte Madera,2010,9253,9253,0,4026,3106,920,0,3793,5.787382016890219,2.439493804376483,2497.0,609.0,373.0,547.0,233,E-8
Town,Corte Madera,2011,9311,9310,1,4020,3101,919,0,3789,5.746268656716413,2.457112694642386,2491.0,610.0,372.0,547.0,231,E-8
Town,Corte Madera,2012,9462,9460,2,4014,3097,917,0,3788,5.630293971101141,2.4973600844772967,2487.0,610.0,371.0,546.0,226,E-8
Town,Corte Madera,2013,9564,9561,3,4007,3092,915,0,3803,5.091090591464942,2.5140678411780173,2483.0,609.0,369.0,546.0,204,E-8
Town,Corte Madera,2014,9688,9684,4,4002,3088,914,0,3802,4.997501249375313,2.5470804839558125,2478.0,610.0,368.0,546.0,200,E-8
Town,Corte Madera,2015,9758,9753,5,3996,3084,912,0,3797,4.979979979979976,2.56860679483803,2474.0,610.0,367.0,545.0,199,E-8
Town,Corte Madera,2016,9824,9818,6,3991,3080,911,0,3805,4.660486093710848,2.580289093298292,2468.0,612.0,366.0,545.0,186,E-8
Town,Corte Madera,2017,9819,9812,7,3985,3075,910,0,3803,4.567126725219572,2.580068367078622,2462.0,613.0,365.0,545.0,182,E-8
Town,Corte Madera,2018,10230,10222,8,4159,3082,1077,0,3977,4.376051935561431,2.5702791048529043,2467.0,615.0,365.0,712.0,182,E-8
Town,Corte Madera,2019,10228,10219,9,4159,3084,1075,0,3982,4.255830728540511,2.5662983425414363,2463.0,621.0,363.0,712.0,177,E-8
Town,Corte Madera,2020,10211,10201,10,4174,3101,1073,0,3990,4.41,2.556641604010025,2462.0,639.0,360.0,713.0,184,E-8
Town,Danville,1991,31986,31826,160,11774,11147,621,6,11378,3.363342959062341,2.7971523993672,,,,,396,E-8
Town,Danville,1992,32803,32610,193,12131,11391,734,6,11744,3.1901739345478526,2.7767370572207084,,,,,387,E-8
Town,Danville,1993,33907,33682,225,12418,11571,842,5,12043,3.019809953293606,2.796811425724487,,,,,375,E-8
Town,Danville,1994,34821,34563,258,12816,11955,857,4,12448,2.871410736579276,2.776590616966581,,,,,368,E-8
Town,Danville,1995,36168,35877,291,13386,12511,871,4,13019,2.741670401912446,2.7557416084184654,,,,,367,E-8
Town,Danville,1996,37569,37245,324,13936,13046,887,3,13572,2.6119402985074625,2.7442528735632186,,,,,364,E-8
Town,Danville,1997,38948,38591,357,14383,13479,902,2,14024,2.49600222484878,2.751782658300057,,,,,359,E-8
Town,Danville,1998,39907,39517,390,14632,13713,917,2,14286,2.36468015308912,2.7661346773064537,,,,,346,E-8
Town,Danville,1999,40742,40319,423,14828,13894,933,1,14498,2.225519287833828,2.7810042764519243,,,,,330,E-8
Town,Danville,2000,41519,41063,456,15060,14113,947,0,14743,2.104913678618858,2.7852540188564063,,,,,317,E-8
Town,Danville,2001,42491,42044,447,15344,14398,945,1,15012,2.1637122002085505,2.800692779110045,,,,,332,E-8
Town,Danville,2002,42563,42138,425,15417,14490,924,3,15066,2.276707530647986,2.7968936678614096,,,,,351,E-8
Town,Danville,2003,42572,42169,403,15500,14592,903,5,15128,2.4,2.7874801692226336,,,,,372,E-8
Town,Danville,2004,42571,42190,381,15611,14649,956,6,15218,2.517455640253667,2.7723748192929425,,,,,393,E-8
Town,Danville,2005,42113,41754,359,15640,14697,935,8,15229,2.627877237851662,2.7417427276905904,,,,,411,E-8
Town,Danville,2006,41479,41142,337,15680,14756,914,10,15249,2.748724489795918,2.698012984457997,,,,,431,E-8
Town,Danville,2007,41311,40996,315,15734,14799,924,11,15284,2.860048303038007,2.682282125098142,,,,,450,E-8
Town,Danville,2008,41364,41071,293,15770,14854,903,13,15301,2.974001268230818,2.6842036468204693,,,,,469,E-8
Town,Danville,2009,41712,41441,271,15860,14902,943,15,15370,3.08953341740227,2.69622641509434,,,,,490,E-8
Town,Danville,2010,42039,41796,243,15934,14967,950,17,15420,3.2258064516129004,2.710505836575876,12067.0,2900.0,153.0,797.0,514,E-8
Town,Danville,2011,42306,42061,245,15922,14957,948,17,15424,3.1277477703806067,2.7269839211618256,12053.0,2904.0,152.0,796.0,498,E-8
Town,Danville,2012,42471,42224,247,15914,14952,945,17,15403,3.2110091743119296,2.74128416542232,12044.0,2908.0,151.0,794.0,511,E-8
Town,Danville,2013,42855,42606,249,15908,14948,943,17,15426,3.02992205179784,2.76196032672112,12034.0,2914.0,150.0,793.0,482,E-8
Town,Danville,2014,43121,42870,251,15938,14981,940,17,15444,3.0995106035889064,2.775835275835276,12059.0,2922.0,149.0,791.0,494,E-8
Town,Danville,2015,43567,43314,253,15985,15017,951,17,15506,2.9965592743196767,2.793370308267767,12091.0,2926.0,148.0,803.0,479,E-8
Town,Danville,2016,43647,43392,255,16050,15065,968,17,15491,3.482866043613708,2.801110322122523,12124.0,2941.0,151.0,817.0,559,E-8
Town,Danville,2017,43629,43372,257,16045,15063,965,17,15479,3.5275786849485846,2.8019897926222623,12114.0,2949.0,150.0,815.0,566,E-8
Town,Danville,2018,43666,43407,259,16052,15059,963,30,15516,3.3391477697483185,2.7975638051044083,12094.0,2965.0,149.0,814.0,536,E-8
Town,Danville,2019,43650,43389,261,16063,15073,960,30,15556,3.1563219821951094,2.789213165338133,12104.0,2969.0,148.0,812.0,507,E-8
Town,Danville,2020,43667,43400,267,16101,15105,966,30,15630,2.93,2.7767114523352525,12131.0,2974.0,156.0,810.0,471,E-8
Town,Fairfax,1991,6998,6996,2,3249,2386,861,2,3117,4.062788550323177,2.2444658325312803,,,,,132,E-8
Town,Fairfax,1992,7056,7051,5,3272,2405,864,3,3142,3.973105134474328,2.2441120305537874,,,,,130,E-8
Town,Fairfax,1993,7086,7078,8,3288,2418,866,4,3160,3.892944038929441,2.239873417721519,,,,,128,E-8
Town,Fairfax,1994,7077,7066,11,3305,2431,869,5,3179,3.812405446293495,2.2227115445108523,,,,,126,E-8
Town,Fairfax,1995,7043,7029,14,3323,2445,872,6,3200,3.701474571170629,2.1965625,,,,,123,E-8
Town,Fairfax,1996,7118,7101,17,3346,2465,874,7,3224,3.646144650328751,2.202543424317618,,,,,122,E-8
Town,Fairfax,1997,7172,7152,20,3361,2476,877,8,3242,3.5406129128235646,2.2060456508328192,,,,,119,E-8
Town,Fairfax,1998,7209,7186,23,3382,2494,879,9,3265,3.4594914251921938,2.200918836140888,,,,,117,E-8
Town,Fairfax,1999,7252,7226,26,3400,2508,882,10,3285,3.3823529411764706,2.199695585996956,,,,,115,E-8
Town,Fairfax,2000,7309,7280,29,3415,2519,885,11,3303,3.279648609077599,2.2040569179533755,,,,,112,E-8
Town,Fairfax,2001,7330,7301,29,3430,2528,891,11,3311,3.4693877551020407,2.20507399577167,,,,,119,E-8
Town,Fairfax,2002,7318,7289,29,3448,2540,897,11,3320,3.712296983758701,2.1954819277108437,,,,,128,E-8
Town,Fairfax,2003,7289,7261,28,3465,2548,905,12,3327,3.982683982683983,2.1824466486324017,,,,,138,E-8
Town,Fairfax,2004,7274,7247,27,3482,2557,913,12,3335,4.221711659965537,2.1730134932533733,,,,,147,E-8
Town,Fairfax,2005,7225,7199,26,3498,2569,917,12,3341,4.488279016580903,2.154744088596229,,,,,157,E-8
Town,Fairfax,2006,7249,7224,25,3515,2578,925,12,3349,4.722617354196301,2.157061809495372,,,,,166,E-8
Town,Fairfax,2007,7264,7239,25,3532,2589,931,12,3357,4.954699886749717,2.15638963360143,,,,,175,E-8
Town,Fairfax,2008,7323,7299,24,3550,2598,939,13,3365,5.211267605633803,2.169093610698366,,,,,185,E-8
Town,Fairfax,2009,7364,7341,23,3565,2605,947,13,3371,5.44179523141655,2.1776920795016315,,,,,194,E-8
Town,Fairfax,2010,7441,7419,22,3585,2617,955,13,3379,5.7461645746164525,2.195620005918911,2272.0,345.0,486.0,469.0,206,E-8
Town,Fairfax,2011,7487,7465,22,3571,2609,949,13,3374,5.516661999439931,2.2125074096028454,2264.0,345.0,482.0,467.0,197,E-8
Town,Fairfax,2012,7572,7550,22,3558,2599,946,13,3357,5.649241146711637,2.249031873696753,2255.0,344.0,480.0,466.0,201,E-8
Town,Fairfax,2013,7618,7596,22,3544,2592,939,13,3356,5.304740406320541,2.263408820023838,2248.0,344.0,476.0,463.0,188,E-8
Town,Fairfax,2014,7674,7652,22,3527,2580,934,13,3337,5.387014459880923,2.293077614623914,2239.0,341.0,473.0,461.0,190,E-8
