Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
City,Dos Palos,1999,4384,4357,27,1445,1282,127,36,1378,4.6366782006920415,3.1618287373004352,,,,,67,E-8
City,Dos Palos,2000,4384,4359,25,1439,1278,123,38,1372,4.656011118832523,3.177113702623907,,,,,67,E-8
City,Dos Palos,2001,4400,4376,24,1439,1274,127,38,1363,5.281445448227936,3.2105649303008077,,,,,76,E-8
City,Dos Palos,2002,4483,4458,25,1456,1282,135,39,1367,6.112637362637362,3.2611558156547185,,,,,89,E-8
City,Dos Palos,2003,4594,4569,25,1489,1306,143,40,1386,6.917394224311618,3.2965367965367967,,,,,103,E-8
City,Dos Palos,2004,4787,4761,26,1556,1362,154,40,1439,7.519280205655527,3.3085476025017373,,,,,117,E-8
City,Dos Palos,2005,4797,4771,26,1587,1383,162,42,1456,8.254568367989918,3.2767857142857144,,,,,131,E-8
City,Dos Palos,2006,4849,4823,26,1635,1423,169,43,1491,8.807339449541285,3.2347417840375585,,,,,144,E-8
City,Dos Palos,2007,4795,4768,27,1657,1437,176,44,1499,9.535304767652384,3.1807871914609738,,,,,158,E-8
City,Dos Palos,2008,4895,4868,27,1698,1468,185,45,1526,10.129564193168433,3.190039318479686,,,,,172,E-8
City,Dos Palos,2009,4911,4883,28,1699,1462,192,45,1515,10.829899941141848,3.223102310231023,,,,,184,E-8
City,Dos Palos,2010,4950,4922,28,1700,1453,201,46,1501,11.705882352941178,3.279147235176549,1453.0,0.0,81.0,120.0,199,E-8
City,Dos Palos,2011,5034,5006,28,1702,1455,201,46,1508,11.398354876615748,3.319628647214854,1455.0,0.0,81.0,120.0,194,E-8
City,Dos Palos,2012,5119,5091,28,1704,1457,201,46,1523,10.622065727699525,3.3427445830597504,1457.0,0.0,81.0,120.0,181,E-8
City,Dos Palos,2013,5165,5137,28,1705,1458,201,46,1529,10.322580645161295,3.359712230215828,1458.0,0.0,81.0,120.0,176,E-8
City,Dos Palos,2014,5201,5173,28,1705,1458,201,46,1542,9.560117302052785,3.35473411154345,1458.0,0.0,81.0,120.0,163,E-8
City,Dos Palos,2015,5272,5244,28,1707,1460,201,46,1551,9.13884007029877,3.381044487427466,1460.0,0.0,81.0,120.0,156,E-8
City,Dos Palos,2016,5430,5402,28,1729,1482,202,45,1597,7.634470792365533,3.382592360676268,1482.0,0.0,81.0,121.0,132,E-8
City,Dos Palos,2017,5481,5453,28,1731,1484,202,45,1611,6.932409012131712,3.3848541278708875,1484.0,0.0,81.0,121.0,120,E-8
City,Dos Palos,2018,5734,5706,28,1791,1544,202,45,1691,5.583472920156341,3.374334713187463,1544.0,0.0,81.0,121.0,100,E-8
City,Dos Palos,2019,5799,5771,28,1799,1552,202,45,1714,4.724847137298505,3.366977829638273,1545.0,7.0,81.0,121.0,85,E-8
City,Dos Palos,2020,5795,5769,26,1803,1557,201,45,1723,4.44,3.3482298316889145,1550.0,7.0,80.0,121.0,80,E-8
City,Downey,1991,91968,90055,1913,34349,21401,12749,199,33099,3.639116131473988,2.7207770627511407,,,,,1250,E-8
City,Downey,1992,93324,91427,1897,34402,21484,12720,198,33203,3.485262484739259,2.7535764840526458,,,,,1199,E-8
City,Downey,1993,95002,93121,1881,34511,21526,12788,197,33362,3.329373243313726,2.7912295425933698,,,,,1149,E-8
City,Downey,1994,96723,94858,1865,34564,21588,12779,197,33465,3.1796088415692627,2.834543552965785,,,,,1099,E-8
City,Downey,1995,99205,97356,1849,34597,21658,12743,196,33551,3.0233835303639047,2.9017316920509075,,,,,1046,E-8
City,Downey,1996,99969,98136,1833,34608,21707,12705,196,33615,2.869278779472954,2.9194109772423027,,,,,993,E-8
City,Downey,1997,101128,99311,1817,34635,21774,12666,195,33695,2.714017612241952,2.94735123905624,,,,,940,E-8
City,Downey,1998,102725,100924,1801,34683,21851,12638,194,33795,2.560332151197993,2.9863589288356267,,,,,888,E-8
City,Downey,1999,104517,102732,1785,34715,21921,12600,194,33879,2.4081809016275386,3.032320906756398,,,,,836,E-8
City,Downey,2000,106679,104910,1769,34748,21989,12566,193,33964,2.2562449637389204,3.08885879166176,,,,,784,E-8
City,Downey,2001,108411,106727,1684,34855,21995,12654,206,34017,2.404246162673935,3.137460681423994,,,,,838,E-8
City,Downey,2002,109705,108129,1576,34975,22008,12743,224,34047,2.653323802716226,3.17587452638999,,,,,928,E-8
City,Downey,2003,110598,109131,1467,35037,21981,12815,241,34020,2.902645774466992,3.207848324514991,,,,,1017,E-8
City,Downey,2004,111393,110034,1359,35158,21956,12943,259,34050,3.151487570396496,3.2315418502202644,,,,,1108,E-8
City,Downey,2005,111416,110165,1251,35206,21915,13015,276,34010,3.397148213372721,3.239194354601588,,,,,1196,E-8
City,Downey,2006,111009,109866,1143,35252,21854,13104,294,33967,3.64518325201407,3.2344923013513114,,,,,1285,E-8
City,Downey,2007,110858,109823,1035,35332,21841,13180,311,33957,3.8916562889165633,3.2341785198928057,,,,,1375,E-8
City,Downey,2008,110860,109934,926,35422,21841,13252,329,33958,4.133024673931455,3.237352023087343,,,,,1464,E-8
City,Downey,2009,111254,110436,818,35523,21850,13327,346,33969,4.374630521070856,3.2510818687626952,,,,,1554,E-8
City,Downey,2010,111772,111089,683,35601,21816,13417,368,33936,4.676834920367401,3.273485384252711,20410.0,1406.0,1611.0,11806.0,1665,E-8
City,Downey,2011,112474,111779,695,35631,21843,13421,367,33994,4.59431394010833,3.28819791727952,20433.0,1410.0,1608.0,11813.0,1637,E-8
City,Downey,2012,113238,112531,707,35656,21866,13424,366,34074,4.436840924388608,3.3025473968421672,20451.0,1415.0,1605.0,11819.0,1582,E-8
City,Downey,2013,113955,113236,719,35681,21890,13427,364,34198,4.156273647039043,3.3111877887595766,20469.0,1421.0,1602.0,11825.0,1483,E-8
City,Downey,2014,114295,113564,731,35706,21912,13431,363,34278,3.999327844059819,3.313028764805414,20486.0,1426.0,1599.0,11832.0,1428,E-8
City,Downey,2015,114484,113741,743,35734,21938,13435,361,34352,3.867465159232109,3.311044480670703,20506.0,1432.0,1597.0,11838.0,1382,E-8
City,Downey,2016,114488,113733,755,35771,21973,13438,360,34465,3.651002208492915,3.299956477585957,20531.0,1442.0,1594.0,11844.0,1306,E-8
City,Downey,2017,114450,113683,767,35837,22018,13461,358,34583,3.4991768284175606,3.28725096145505,20561.0,1457.0,1611.0,11850.0,1254,E-8
City,Downey,2018,114634,113855,779,35988,22169,13462,357,34800,3.301100366788934,3.2716954022988505,20579.0,1590.0,1607.0,11855.0,1188,E-8
City,Downey,2019,114230,113439,791,36051,22228,13467,356,34920,3.137222268453021,3.248539518900344,20591.0,1637.0,1607.0,11860.0,1131,E-8
City,Downey,2020,113918,113114,804,36087,22262,13471,354,35017,2.97,3.230259588200018,20617.0,1645.0,1607.0,11864.0,1070,E-8
City,Duarte,1991,20642,19955,687,6810,4993,1605,212,6585,3.303964757709251,3.0303720577069098,,,,,225,E-8
City,Duarte,1992,20679,20013,666,6829,5024,1591,214,6609,3.221555132523064,3.0281434407625967,,,,,220,E-8
City,Duarte,1993,20713,20069,644,6823,5022,1585,216,6609,3.136450241829107,3.0366167347556363,,,,,214,E-8
City,Duarte,1994,20709,20086,623,6815,5025,1572,218,6607,3.052090975788701,3.040108975329196,,,,,208,E-8
City,Duarte,1995,20996,20394,602,6812,5034,1558,220,6610,2.965355255431591,3.085325264750378,,,,,202,E-8
City,Duarte,1996,20906,20325,581,6803,5038,1544,221,6608,2.866382478318389,3.075817191283293,,,,,195,E-8
City,Duarte,1997,20915,20356,559,6800,5042,1535,223,6611,2.7794117647058822,3.079110573286946,,,,,189,E-8
City,Duarte,1998,21113,20575,538,6831,5085,1521,225,6647,2.6936026936026933,3.0953813750564163,,,,,184,E-8
City,Duarte,1999,21075,20558,517,6771,5106,1438,227,6595,2.599320632107517,3.117210007581501,,,,,176,E-8
City,Duarte,2000,21424,20929,495,6808,5154,1425,229,6636,2.526439482961222,3.1538577456298977,,,,,172,E-8
City,Duarte,2001,21572,21088,484,6829,5184,1421,224,6654,2.5626006735978915,3.1692215208896903,,,,,175,E-8
City,Duarte,2002,21714,21239,475,6878,5240,1421,217,6695,2.660657167781332,3.172367438386856,,,,,183,E-8
City,Duarte,2003,21772,21305,467,6914,5281,1422,211,6725,2.7335840323980327,3.1680297397769515,,,,,189,E-8
City,Duarte,2004,21764,21305,459,6947,5321,1422,204,6751,2.821361738880092,3.1558287661087245,,,,,196,E-8
City,Duarte,2005,21726,21275,451,7004,5385,1422,197,6800,2.912621359223301,3.1286764705882355,,,,,204,E-8
City,Duarte,2006,21775,21333,442,7114,5421,1503,190,6902,2.980039359010402,3.0908432338452623,,,,,212,E-8
City,Duarte,2007,21617,21183,434,7151,5464,1503,184,6932,3.062508740036358,3.0558280438545875,,,,,219,E-8
City,Duarte,2008,21356,20930,426,7148,5467,1504,177,6923,3.147733631785115,3.0232558139534884,,,,,225,E-8
City,Duarte,2009,21409,20992,417,7221,5547,1504,170,6988,3.2266999030605183,3.0040068689181454,,,,,233,E-8
City,Duarte,2010,21321,20914,407,7254,5588,1504,162,7013,3.3223049352081646,2.98217595893341,4652.0,936.0,235.0,1269.0,241,E-8
City,Duarte,2011,21439,21025,414,7285,5614,1509,162,7033,3.4591626630061767,2.9894781743210577,4672.0,942.0,235.0,1274.0,252,E-8
City,Duarte,2012,21575,21154,421,7320,5644,1514,162,7063,3.5109289617486383,2.995044598612488,4696.0,948.0,235.0,1279.0,257,E-8
City,Duarte,2013,21692,21264,428,7364,5684,1519,161,7098,3.6121673003802313,2.995773457311919,4727.0,957.0,235.0,1284.0,266,E-8
City,Duarte,2014,21737,21302,435,7395,5711,1523,161,7124,3.66463826910074,2.990174059517125,4747.0,964.0,235.0,1288.0,271,E-8
City,Duarte,2015,21833,21391,442,7451,5762,1528,161,7176,3.690779761105889,2.9809085841694536,4791.0,971.0,235.0,1293.0,275,E-8
City,Duarte,2016,21910,21461,449,7523,5784,1578,161,7241,3.748504585936463,2.9638171523270267,4807.0,977.0,236.0,1342.0,282,E-8
City,Duarte,2017,21860,21404,456,7554,5811,1582,161,7267,3.799311622981205,2.9453694784642908,4827.0,984.0,235.0,1347.0,287,E-8
City,Duarte,2018,21788,21325,463,7585,5837,1588,160,7293,3.849703361898482,2.9240367475661597,4846.0,991.0,236.0,1352.0,292,E-8
City,Duarte,2019,21676,21206,470,7618,5865,1593,160,7321,3.898661065896558,2.8965988252970907,4864.0,1001.0,236.0,1357.0,297,E-8
City,Duarte,2020,21670,21191,479,7666,5907,1599,160,7377,3.77,2.8725769282906333,4882.0,1025.0,239.0,1360.0,289,E-8
City,Dublin,1991,23099,19362,3737,7104,5709,1392,3,6890,3.012387387387387,2.810159651669085,,,,,214,E-8
City,Dublin,1992,24384,20589,3795,7574,5759,1813,2,7318,3.379984156324267,2.8134736266739546,,,,,256,E-8
City,Dublin,1993,24493,20652,3841,7764,5809,1953,2,7475,3.722308088614117,2.762809364548495,,,,,289,E-8
City,Dublin,1994,24501,20435,4066,7826,5903,1921,2,7509,4.050600562228469,2.721400985484086,,,,,317,E-8
City,Dublin,1995,24277,20048,4229,7859,5948,1882,29,7513,4.402595750095432,2.6684413682949555,,,,,346,E-8
City,Dublin,1996,23829,19698,4131,7901,6030,1842,29,7526,4.746234653841286,2.617326601116131,,,,,375,E-8
City,Dublin,1997,23928,19754,4174,7977,6147,1802,28,7572,5.077096652877022,2.608821975699948,,,,,405,E-8
City,Dublin,1998,24506,20378,4128,8212,6413,1771,28,7774,5.333658061373599,2.621301775147929,,,,,438,E-8
City,Dublin,1999,25045,20594,4451,8403,6499,1876,28,7927,5.664643579673926,2.597956351709348,,,,,476,E-8
City,Dublin,2000,28540,23974,4566,9637,6873,2737,27,9104,5.5307668361523294,2.633347978910369,,,,,533,E-8
City,Dublin,2001,32437,27201,5236,10633,7760,2844,29,10234,3.7524687294272554,2.657905022474106,,,,,399,E-8
City,Dublin,2002,33514,28141,5373,11015,8199,2784,32,10547,4.24875170222424,2.66815208116052,,,,,468,E-8
City,Dublin,2003,35229,29860,5369,11750,8590,3126,34,11226,4.459574468085107,2.659896668448245,,,,,524,E-8
City,Dublin,2004,36991,31679,5312,12535,8932,3565,38,11952,4.650977263661747,2.6505187416332,,,,,583,E-8
City,Dublin,2005,38147,32837,5310,13105,9260,3805,40,12470,4.845478824876002,2.633279871692061,,,,,635,E-8
City,Dublin,2006,39868,34295,5573,13766,9586,4137,43,13076,5.012349266308296,2.622743958397064,,,,,690,E-8
City,Dublin,2007,41309,35579,5730,14258,9790,4422,46,13521,5.169027914153458,2.631388210931144,,,,,737,E-8
City,Dublin,2008,44321,38587,5734,15280,10022,5210,48,14498,5.117801047120419,2.661539522692786,,,,,782,E-8
City,Dublin,2009,45104,39603,5501,15630,10231,5348,51,14806,5.27191298784389,2.6747940024314465,,,,,824,E-8
City,Dublin,2010,46036,40262,5774,15782,10483,5245,54,14913,5.506272969205428,2.6997921276738417,8585.0,1898.0,479.0,4766.0,869,E-8
City,Dublin,2011,47284,42005,5279,16143,10727,5362,54,15249,5.538004088459392,2.7546068594661945,8815.0,1912.0,512.0,4850.0,894,E-8
City,Dublin,2012,48841,44107,4734,16589,11039,5496,54,15683,5.461450358671405,2.812408340241025,9050.0,1989.0,530.0,4966.0,906,E-8
City,Dublin,2013,52735,47846,4889,17753,11711,5988,54,16765,5.565256576353295,2.853921861019982,9596.0,2115.0,599.0,5389.0,988,E-8
City,Dublin,2014,57012,51813,5199,18956,12466,6436,54,17932,5.4019835408314005,2.8894155699308497,10291.0,2175.0,607.0,5829.0,1024,E-8
City,Dublin,2015,60405,55515,4890,19946,13183,6709,54,18923,5.128847889301113,2.9337314379326744,10820.0,2363.0,607.0,6102.0,1023,E-8
City,Dublin,2016,62445,57846,4599,20569,13790,6726,53,19532,5.041567407263359,2.961601474503379,11186.0,2604.0,607.0,6119.0,1037,E-8
City,Dublin,2017,65432,60857,4575,21484,14435,6996,53,20459,4.770992366412219,2.974583312967398,11559.0,2876.0,607.0,6389.0,1025,E-8
City,Dublin,2018,68669,63851,4818,22569,15101,7415,53,21544,4.541627896672429,2.9637486075009285,12044.0,3057.0,626.0,6789.0,1025,E-8
City,Dublin,2019,71971,66991,4980,23661,16028,7580,53,22661,4.226364059000042,2.9562243502051984,12661.0,3367.0,686.0,6894.0,1000,E-8
City,Dublin,2020,74458,68968,5490,24426,16619,7754,53,23526,3.68,2.9315650769361556,13069.0,3550.0,760.0,6994.0,900,E-8
City,Dunsmuir,1991,2129,2121,8,1132,793,293,46,924,18.374558303886925,2.2954545454545454,,,,,208,E-8
City,Dunsmuir,1992,2167,2160,7,1141,798,297,46,922,19.193689745836984,2.3427331887201737,,,,,219,E-8
City,Dunsmuir,1993,2153,2146,7,1146,801,300,45,917,19.9825479930192,2.340239912758997,,,,,229,E-8
City,Dunsmuir,1994,2141,2135,6,1150,801,304,45,911,20.782608695652176,2.34357848518112,,,,,239,E-8
City,Dunsmuir,1995,2054,2049,5,1157,803,308,46,907,21.6076058772688,2.25909592061742,,,,,250,E-8
City,Dunsmuir,1996,2037,2033,4,1164,807,311,46,902,22.508591065292094,2.253880266075388,,,,,262,E-8
City,Dunsmuir,1997,2014,2011,3,1168,808,313,47,896,23.28767123287671,2.244419642857143,,,,,272,E-8
City,Dunsmuir,1998,1979,1977,2,1167,811,310,46,886,24.07883461868038,2.2313769751693004,,,,,281,E-8
City,Dunsmuir,1999,1951,1950,1,1172,812,314,46,881,24.829351535836174,2.213393870601589,,,,,291,E-8
City,Dunsmuir,2000,1926,1926,0,1169,813,310,46,869,25.66295979469632,2.2163406214039125,,,,,300,E-8
City,Dunsmuir,2001,1907,1907,0,1166,808,314,44,860,26.24356775300172,2.2174418604651165,,,,,306,E-8
City,Dunsmuir,2002,1883,1883,0,1160,800,320,40,849,26.810344827586206,2.2179034157832747,,,,,311,E-8
City,Dunsmuir,2003,1856,1856,0,1152,789,326,37,838,27.256944444444443,2.214797136038186,,,,,314,E-8
City,Dunsmuir,2004,1830,1830,0,1147,781,332,34,828,27.811682650392328,2.210144927536232,,,,,319,E-8
City,Dunsmuir,2005,1803,1803,0,1140,772,338,30,817,28.33333333333333,2.2068543451652385,,,,,323,E-8
City,Dunsmuir,2006,1771,1771,0,1134,763,344,27,806,28.92416225749559,2.19727047146402,,,,,328,E-8
City,Dunsmuir,2007,1729,1729,0,1129,756,349,24,797,29.40655447298494,2.169385194479297,,,,,332,E-8
City,Dunsmuir,2008,1702,1702,0,1127,752,355,20,789,29.991126885536826,2.1571609632446136,,,,,338,E-8
City,Dunsmuir,2009,1684,1684,0,1119,741,361,17,777,30.563002680965145,2.167310167310167,,,,,342,E-8
City,Dunsmuir,2010,1650,1650,0,1110,729,368,13,763,31.261261261261264,2.162516382699869,700.0,29.0,117.0,251.0,347,E-8
City,Dunsmuir,2011,1651,1651,0,1109,728,368,13,763,31.199278629395856,2.163826998689384,699.0,29.0,117.0,251.0,346,E-8
City,Dunsmuir,2012,1650,1650,0,1106,726,367,13,765,30.831826401446648,2.156862745098039,697.0,29.0,117.0,250.0,341,E-8
City,Dunsmuir,2013,1667,1667,0,1105,725,367,13,772,30.135746606334845,2.1593264248704664,696.0,29.0,117.0,250.0,333,E-8
City,Dunsmuir,2014,1675,1675,0,1104,724,367,13,776,29.71014492753623,2.158505154639175,695.0,29.0,117.0,250.0,328,E-8
City,Dunsmuir,2015,1688,1688,0,1103,723,367,13,779,29.37443336355394,2.166880616174583,694.0,29.0,117.0,250.0,324,E-8
City,Dunsmuir,2016,1696,1696,0,1101,723,366,12,782,28.973660308810167,2.1687979539641944,693.0,30.0,117.0,249.0,319,E-8
City,Dunsmuir,2017,1693,1693,0,1097,719,366,12,784,28.532360984503192,2.159438775510204,689.0,30.0,117.0,249.0,313,E-8
City,Dunsmuir,2018,1701,1701,0,1097,719,366,12,789,28.07657247037375,2.155893536121673,689.0,30.0,117.0,249.0,308,E-8
City,Dunsmuir,2019,1709,1709,0,1096,719,365,12,793,27.64598540145985,2.1551071878940733,689.0,30.0,117.0,248.0,303,E-8
City,Dunsmuir,2020,1703,1703,0,1091,719,360,12,798,26.86,2.1340852130325816,689.0,30.0,112.0,248.0,293,E-8
City,East Palo Alto,1991,23932,23528,404,7331,3791,3286,254,6954,5.142545355340335,3.383376473971815,,,,,377,E-8
City,East Palo Alto,1992,24789,24409,380,7325,3811,3270,244,6976,4.764505119453925,3.4989965596330275,,,,,349,E-8
City,East Palo Alto,1993,25287,24930,357,7281,3833,3215,233,6960,4.408735063864853,3.581896551724138,,,,,321,E-8
City,East Palo Alto,1994,25888,25554,334,7249,3851,3175,223,6958,4.014346806456063,3.672607070997413,,,,,291,E-8
City,East Palo Alto,1995,26712,26401,311,7253,3882,3159,212,6988,3.653660554253412,3.7780480824270177,,,,,265,E-8
City,East Palo Alto,1996,27276,26988,288,7244,3900,3142,202,7006,3.2854776366648264,3.8521267485012847,,,,,238,E-8
City,East Palo Alto,1997,27924,27660,264,7237,3919,3127,191,7026,2.915572751139975,3.936806148590948,,,,,211,E-8
City,East Palo Alto,1998,28579,28338,241,7228,3937,3110,181,7044,2.545655783065855,4.022998296422487,,,,,184,E-8
City,East Palo Alto,1999,29150,28932,218,7225,3961,3094,170,7068,2.173010380622838,4.093378607809847,,,,,157,E-8
City,East Palo Alto,2000,29219,29024,195,7067,3962,2944,161,6946,1.712183387576058,4.17852001151742,,,,,121,E-8
City,East Palo Alto,2001,30047,29861,186,7318,4142,3018,158,7139,2.4460235036895326,4.1827987113041045,,,,,179,E-8
City,East Palo Alto,2002,30789,30606,183,7659,4239,3263,157,7394,3.4599817208512857,4.13930213686773,,,,,265,E-8
City,East Palo Alto,2003,30064,29885,179,7638,4282,3200,156,7293,4.516889238020425,4.097764980117922,,,,,345,E-8
City,East Palo Alto,2004,29702,29526,176,7687,4351,3181,155,7261,5.541823858462339,4.066382041041179,,,,,426,E-8
City,East Palo Alto,2005,29431,29259,172,7764,4414,3196,154,7257,6.530139103554869,4.031831335262505,,,,,507,E-8
City,East Palo Alto,2006,28842,28673,169,7733,4406,3174,153,7148,7.564981249191775,4.011331841074426,,,,,585,E-8
City,East Palo Alto,2007,28703,28538,165,7776,4439,3185,152,7156,7.973251028806584,3.9879821129122415,,,,,620,E-8
City,East Palo Alto,2008,28595,28433,162,7791,4472,3169,150,7091,8.984725965858042,4.009730644478917,,,,,700,E-8
City,East Palo Alto,2009,28464,28306,158,7808,4506,3153,149,7028,9.989754098360656,4.027603870233352,,,,,780,E-8
City,East Palo Alto,2010,28155,28001,154,7819,4539,3132,148,6940,11.24184678347615,4.034726224783862,4211.0,328.0,267.0,2865.0,879,E-8
City,East Palo Alto,2011,28363,28209,154,7840,4553,3139,148,6969,11.10969387755102,4.047783039173482,4224.0,329.0,267.0,2872.0,871,E-8
City,East Palo Alto,2012,28754,28600,154,7860,4568,3145,147,7033,10.52162849872773,4.066543438077634,4237.0,331.0,267.0,2878.0,827,E-8
City,East Palo Alto,2013,29553,29399,154,7879,4580,3152,147,7177,8.909760121842869,4.096279782638986,4247.0,333.0,267.0,2885.0,702,E-8
City,East Palo Alto,2014,29755,29601,154,7899,4594,3158,147,7241,8.330168375743764,4.087971274685817,4259.0,335.0,267.0,2891.0,658,E-8
City,East Palo Alto,2015,29913,29759,154,7920,4609,3164,147,7289,7.967171717171717,4.08272739744821,4272.0,337.0,267.0,2897.0,631,E-8
City,East Palo Alto,2016,30265,30111,154,7950,4633,3171,146,7402,6.893081761006292,4.06795460686301,4296.0,337.0,267.0,2904.0,548,E-8
City,East Palo Alto,2017,30354,30200,154,7993,4670,3177,146,7486,6.34305016889779,4.034197168047021,4337.0,333.0,267.0,2910.0,507,E-8
City,East Palo Alto,2018,30396,30242,154,8043,4678,3219,146,7555,6.067387790625389,4.002911978821972,4364.0,314.0,267.0,2952.0,488,E-8
City,East Palo Alto,2019,30280,30126,154,8079,4707,3226,146,7612,5.780418368609974,3.957698370993169,4377.0,330.0,267.0,2959.0,467,E-8
City,East Palo Alto,2020,30034,29880,154,8110,4727,3237,146,7673,5.39,3.894174377687997,4389.0,338.0,272.0,2965.0,437,E-8
City,Eastvale,2011,54661,54596,65,14657,13307,801,549,13776,6.010779832162106,3.963124274099884,12887.0,420.0,268.0,533.0,881,E-8
City,Eastvale,2012,56686,56620,66,15050,13693,806,551,14179,5.787375415282392,3.9932294237957535,13268.0,425.0,269.0,537.0,871,E-8
City,Eastvale,2013,58643,58576,67,15480,14119,810,551,14698,5.051679586563306,3.9853041230099335,13691.0,428.0,270.0,540.0,782,E-8
City,Eastvale,2014,60838,60770,68,16011,14645,814,552,15249,4.759228030728879,3.985179356023346,14213.0,432.0,271.0,543.0,762,E-8
City,Eastvale,2015,62541,62472,69,16419,15049,818,552,15671,4.555697667336622,3.986471826941484,14613.0,436.0,272.0,546.0,748,E-8
City,Eastvale,2016,65145,65075,70,17036,15661,822,553,16362,3.956327776473345,3.977203275883144,15221.0,440.0,273.0,549.0,674,E-8
City,Eastvale,2017,66738,66667,71,17371,15992,826,553,16739,3.6382476541362063,3.982734930402055,15549.0,443.0,274.0,552.0,632,E-8
City,Eastvale,2018,67793,67721,72,17625,16241,830,554,17069,3.154609929078012,3.9674849141718895,15632.0,609.0,275.0,555.0,556,E-8
City,Eastvale,2019,68300,68227,73,17761,16375,833,553,17260,2.8207871178424604,3.952896871378911,15724.0,651.0,276.0,557.0,501,E-8
City,Eastvale,2020,69685,69615,70,18134,16745,836,553,17704,2.37,3.9321622232263898,16089.0,656.0,276.0,560.0,430,E-8
City,El Cajon,1991,88891,86963,1928,34562,14707,17830,2025,33042,4.397893640414328,2.6318927425700624,,,,,1520,E-8
City,El Cajon,1992,89821,87881,1940,34664,14749,17889,2026,33199,4.226286637433649,2.647097804150728,,,,,1465,E-8
City,El Cajon,1993,90282,88280,2002,34738,14783,17928,2027,33331,4.050319534803385,2.6485854009780683,,,,,1407,E-8
City,El Cajon,1994,90336,88242,2094,34753,14761,17964,2028,33404,3.8816792794866632,2.6416596814752724,,,,,1349,E-8
City,El Cajon,1995,90858,88702,2156,34724,14765,17930,2029,33438,3.7034903812924775,2.652730426460913,,,,,1286,E-8
City,El Cajon,1996,91203,88984,2219,34915,14817,18068,2030,33680,3.5371616783617355,2.642042755344418,,,,,1235,E-8
City,El Cajon,1997,91951,89670,2281,34987,14851,18105,2031,33809,3.366964872666991,2.6522523588393625,,,,,1178,E-8
City,El Cajon,1998,93350,91007,2343,35028,14853,18142,2033,33909,3.194587187392943,2.6838597422513195,,,,,1119,E-8
City,El Cajon,1999,94311,91906,2405,35069,14855,18180,2034,34008,3.025464085089395,2.7024817689955305,,,,,1061,E-8
City,El Cajon,2000,95379,92912,2467,35159,14909,18215,2035,34155,2.855598850934327,2.7203044942175376,,,,,1004,E-8
City,El Cajon,2001,96054,93578,2476,35305,15102,18180,2023,34258,2.965585611103243,2.731566349465818,,,,,1047,E-8
City,El Cajon,2002,96432,93965,2467,35325,15222,18095,2008,34207,3.164897381457891,2.7469523781682117,,,,,1118,E-8
City,El Cajon,2003,96939,94481,2458,35385,15355,18036,1994,34193,3.3686590363148228,2.763167899862545,,,,,1192,E-8
City,El Cajon,2004,97354,94905,2449,35530,15576,17975,1979,34264,3.5631860399662254,2.769816717254261,,,,,1266,E-8
City,El Cajon,2005,97364,94674,2690,35590,15710,17915,1965,34252,3.7594830008429336,2.764042975592666,,,,,1338,E-8
City,El Cajon,2006,96699,94178,2521,35613,15808,17855,1950,34204,3.956420408277876,2.7534206525552567,,,,,1409,E-8
City,El Cajon,2007,97027,94515,2512,35665,15936,17794,1935,34184,4.1525304920790695,2.7648900070208287,,,,,1481,E-8
City,El Cajon,2008,97684,95182,2502,35733,16077,17735,1921,34179,4.348921165309378,2.784809385880219,,,,,1554,E-8
City,El Cajon,2009,98363,95870,2493,35780,16204,17662,1914,34154,4.544438233650084,2.806991860397025,,,,,1626,E-8
City,El Cajon,2010,99478,96996,2482,35850,16367,17587,1896,34134,4.78661087866109,2.8416241870275973,14613.0,1754.0,2837.0,14750.0,1716,E-8
City,El Cajon,2011,100584,98100,2484,35920,16421,17607,1892,34192,4.810690423162578,2.869092185306505,14660.0,1761.0,2836.0,14771.0,1728,E-8
City,El Cajon,2012,101635,99149,2486,35980,16468,17626,1886,34298,4.674819344080039,2.8908099597644177,14698.0,1770.0,2834.0,14792.0,1682,E-8
City,El Cajon,2013,102861,100373,2488,36039,16514,17645,1880,34544,4.148283803657149,2.905656553960166,14736.0,1778.0,2832.0,14813.0,1495,E-8
City,El Cajon,2014,103542,101052,2490,36081,16544,17663,1874,34629,4.024278706244289,2.9181322013341418,14757.0,1787.0,2830.0,14833.0,1452,E-8
City,El Cajon,2015,104170,101678,2492,36165,16609,17688,1868,34726,3.9789852066915534,2.928007832747797,14814.0,1795.0,2828.0,14860.0,1439,E-8
City,El Cajon,2016,104742,102248,2494,36239,16667,17707,1865,34912,3.661800822318495,2.9287351054078825,14863.0,1804.0,2826.0,14881.0,1327,E-8
City,El Cajon,2017,105234,102738,2496,36375,16782,17726,1867,35084,3.5491408934707924,2.9283434044008665,14970.0,1812.0,2824.0,14902.0,1291,E-8
City,El Cajon,2018,105606,103108,2498,36466,16856,17744,1866,35263,3.2989634179783955,2.923971301364036,15035.0,1821.0,2822.0,14922.0,1203,E-8
City,El Cajon,2019,105984,103484,2500,36571,16941,17762,1868,35417,3.1555057285827526,2.921873676483045,15082.0,1859.0,2820.0,14942.0,1154,E-8
