Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Low,0,135,0.0,0.0,0.0,Far Off Track,La Cañada Flintridge,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Moderate,0,139,0.0,0.0,0.0,Far Off Track,La Cañada Flintridge,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Total,161,612,0.2630718954248366,271.3044982698962,0.44330800370898077,Far Off Track,La Cañada Flintridge,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Very Low,0,252,0.0,0.0,0.0,Far Off Track,La Cañada Flintridge,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.25,0.25,Far Off Track,2026-07-15 12:00:00
Above Moderate,504,1,504.0,504.0,504.0,Met,La Habra,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Low,47,1,47.0,47.0,47.0,Met,La Habra,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,20,1,20.0,20.0,20.0,Met,La Habra,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Total,592,4,148.0,592.0,148.0,Met,La Habra,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Very Low,21,1,21.0,21.0,21.0,Met,La Habra,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Above Moderate,140,366,0.38,235.91695501730106,0.6445818443095658,Somewhat Off Track,La Habra,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3919024537620849,0.4891228200073887,Far Off Track,2026-07-15 12:00:00
Low,136,116,1.17,229.1764705882353,1.975659229208925,Met,La Habra,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3919024537620849,0.4891228200073887,Far Off Track,2026-07-15 12:00:00
Moderate,20,130,0.15,33.70242214532872,0.2592494011179132,Far Off Track,La Habra,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3919024537620849,0.4891228200073887,Far Off Track,2026-07-15 12:00:00
Total,302,804,0.3756218905472637,508.9065743944637,0.632968376112517,Somewhat Off Track,La Habra,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3919024537620849,0.4891228200073887,Far Off Track,2026-07-15 12:00:00
Very Low,6,192,0.03,10.110726643598616,0.052660034602076126,Far Off Track,La Habra,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3919024537620849,0.4891228200073887,Far Off Track,2026-07-15 12:00:00
Above Moderate,7,47,0.15,7.0,0.14893617021276595,Behind,La Habra Heights,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.03723404255319149,0.03723404255319149,Behind,2026-07-15 12:00:00
Low,0,19,0.0,0.0,0.0,Behind,La Habra Heights,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.03723404255319149,0.03723404255319149,Behind,2026-07-15 12:00:00
Moderate,0,21,0.0,0.0,0.0,Behind,La Habra Heights,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.03723404255319149,0.03723404255319149,Behind,2026-07-15 12:00:00
Total,7,119,0.058823529411764705,7.0,0.058823529411764705,Behind,La Habra Heights,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.03723404255319149,0.03723404255319149,Behind,2026-07-15 12:00:00
Very Low,0,32,0.0,0.0,0.0,Behind,La Habra Heights,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.03723404255319149,0.03723404255319149,Behind,2026-07-15 12:00:00
Above Moderate,4,28,0.14,6.740484429065744,0.24073158675234801,Far Off Track,La Habra Heights,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.051739926739926737,0.08718804263786963,Far Off Track,2026-07-15 12:00:00
Low,0,35,0.0,0.0,0.0,Far Off Track,La Habra Heights,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.051739926739926737,0.08718804263786963,Far Off Track,2026-07-15 12:00:00
Moderate,0,31,0.0,0.0,0.0,Far Off Track,La Habra Heights,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.051739926739926737,0.08718804263786963,Far Off Track,2026-07-15 12:00:00
Total,9,172,0.05232558139534884,15.166089965397925,0.08817494165929025,Far Off Track,La Habra Heights,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.051739926739926737,0.08718804263786963,Far Off Track,2026-07-15 12:00:00
Very Low,5,78,0.06,8.42560553633218,0.1080205837991305,Far Off Track,La Habra Heights,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.051739926739926737,0.08718804263786963,Far Off Track,2026-07-15 12:00:00
Above Moderate,1242,664,1.87,1242.0,1.8704819277108433,Met,La Mesa,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,2,4,0.5331502354116137,0.5331502354116137,Behind,2026-07-15 12:00:00
Low,22,326,0.07,22.0,0.06748466257668712,Behind,La Mesa,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,2,4,0.5331502354116137,0.5331502354116137,Behind,2026-07-15 12:00:00
Moderate,585,302,1.94,585.0,1.9370860927152318,Met,La Mesa,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,2,4,0.5331502354116137,0.5331502354116137,Behind,2026-07-15 12:00:00
Total,1877,1722,1.0900116144018583,1877.0,1.0900116144018583,Met,La Mesa,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,2,4,0.5331502354116137,0.5331502354116137,Behind,2026-07-15 12:00:00
Very Low,28,430,0.07,28.0,0.06511627906976744,Behind,La Mesa,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,2,4,0.5331502354116137,0.5331502354116137,Behind,2026-07-15 12:00:00
Above Moderate,453,1874,0.24,695.9337539432177,0.3713627288917917,Far Off Track,La Mesa,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.3316555814808104,0.48527484563649825,Far Off Track,2026-07-15 12:00:00
Low,167,487,0.34,256.5583596214511,0.5268138801261829,Somewhat Off Track,La Mesa,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.3316555814808104,0.48527484563649825,Far Off Track,2026-07-15 12:00:00
Moderate,412,577,0.71,632.9463722397476,1.0969607837777253,On Track,La Mesa,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.3316555814808104,0.48527484563649825,Far Off Track,2026-07-15 12:00:00
Total,1056,3797,0.27811430076376087,1622.309148264984,0.4272607712048944,Far Off Track,La Mesa,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.3316555814808104,0.48527484563649825,Far Off Track,2026-07-15 12:00:00
Very Low,24,859,0.03,36.87066246056782,0.04292277352801842,Far Off Track,La Mesa,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.3316555814808104,0.48527484563649825,Far Off Track,2026-07-15 12:00:00
Above Moderate,31,96,0.32,31.0,0.3229166666666667,Behind,La Mirada,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.08697916666666668,0.08697916666666668,Behind,2026-07-15 12:00:00
Low,0,37,0.0,0.0,0.0,Behind,La Mirada,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.08697916666666668,0.08697916666666668,Behind,2026-07-15 12:00:00
Moderate,1,40,0.03,1.0,0.025,Behind,La Mirada,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.08697916666666668,0.08697916666666668,Behind,2026-07-15 12:00:00
Total,32,235,0.13617021276595745,32.0,0.13617021276595745,Behind,La Mirada,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.08697916666666668,0.08697916666666668,Behind,2026-07-15 12:00:00
Very Low,0,62,0.0,0.0,0.0,Behind,La Mirada,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.08697916666666668,0.08697916666666668,Behind,2026-07-15 12:00:00
Above Moderate,75,666,0.11,126.3840830449827,0.189765890457932,Far Off Track,La Mirada,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.028153153153153154,0.047441472614483,Far Off Track,2026-07-15 12:00:00
Low,0,342,0.0,0.0,0.0,Far Off Track,La Mirada,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.028153153153153154,0.047441472614483,Far Off Track,2026-07-15 12:00:00
Moderate,0,320,0.0,0.0,0.0,Far Off Track,La Mirada,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.028153153153153154,0.047441472614483,Far Off Track,2026-07-15 12:00:00
Total,75,1962,0.0382262996941896,126.3840830449827,0.06441594446737141,Far Off Track,La Mirada,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.028153153153153154,0.047441472614483,Far Off Track,2026-07-15 12:00:00
Very Low,0,634,0.0,0.0,0.0,Far Off Track,La Mirada,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.028153153153153154,0.047441472614483,Far Off Track,2026-07-15 12:00:00
Above Moderate,10,3,3.33,10.0,3.3333333333333335,Met,La Palma,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.5,0.5,Behind,2026-07-15 12:00:00
Low,3,2,1.5,3.0,1.5,Met,La Palma,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.5,0.5,Behind,2026-07-15 12:00:00
Moderate,0,2,0.0,0.0,0.0,Behind,La Palma,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.5,0.5,Behind,2026-07-15 12:00:00
Total,13,9,1.4444444444444444,13.0,1.4444444444444444,Met,La Palma,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.5,0.5,Behind,2026-07-15 12:00:00
Very Low,0,2,0.0,0.0,0.0,Behind,La Palma,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.5,0.5,Behind,2026-07-15 12:00:00
Above Moderate,0,301,0.0,0.0,0.0,Far Off Track,La Palma,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.025,0.0421280276816609,Far Off Track,2026-07-15 12:00:00
Low,14,140,0.1,23.591695501730104,0.1685121107266436,Far Off Track,La Palma,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.025,0.0421280276816609,Far Off Track,2026-07-15 12:00:00
Moderate,0,137,0.0,0.0,0.0,Far Off Track,La Palma,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.025,0.0421280276816609,Far Off Track,2026-07-15 12:00:00
Total,14,802,0.017456359102244388,23.591695501730104,0.029416079179214592,Far Off Track,La Palma,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.025,0.0421280276816609,Far Off Track,2026-07-15 12:00:00
Very Low,0,224,0.0,0.0,0.0,Far Off Track,La Palma,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.025,0.0421280276816609,Far Off Track,2026-07-15 12:00:00
Above Moderate,149,354,0.42,149.0,0.4209039548022599,Behind,La Puente,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.2266698857126438,0.2266698857126438,Behind,2026-07-15 12:00:00
Low,39,121,0.32,39.0,0.32231404958677684,Behind,La Puente,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.2266698857126438,0.2266698857126438,Behind,2026-07-15 12:00:00
Moderate,0,135,0.0,0.0,0.0,Behind,La Puente,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.2266698857126438,0.2266698857126438,Behind,2026-07-15 12:00:00
Total,222,818,0.2713936430317848,222.0,0.2713936430317848,Behind,La Puente,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.2266698857126438,0.2266698857126438,Behind,2026-07-15 12:00:00
Very Low,34,208,0.16,34.0,0.16346153846153846,Behind,La Puente,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,4,0.2266698857126438,0.2266698857126438,Behind,2026-07-15 12:00:00
Above Moderate,147,835,0.18,247.7128027681661,0.2966620392433127,Far Off Track,La Puente,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.04401197604790419,0.07416550981082817,Far Off Track,2026-07-15 12:00:00
Low,0,275,0.0,0.0,0.0,Far Off Track,La Puente,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.04401197604790419,0.07416550981082817,Far Off Track,2026-07-15 12:00:00
Moderate,0,275,0.0,0.0,0.0,Far Off Track,La Puente,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.04401197604790419,0.07416550981082817,Far Off Track,2026-07-15 12:00:00
Total,147,1929,0.07620528771384137,247.7128027681661,0.12841513881190572,Far Off Track,La Puente,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.04401197604790419,0.07416550981082817,Far Off Track,2026-07-15 12:00:00
Very Low,0,544,0.0,0.0,0.0,Far Off Track,La Puente,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.04401197604790419,0.07416550981082817,Far Off Track,2026-07-15 12:00:00
Above Moderate,1091,146,7.47,1091.0,7.472602739726027,Met,La Quinta,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.803030303030303,0.803030303030303,Behind,2026-07-15 12:00:00
Low,138,61,2.26,138.0,2.262295081967213,Met,La Quinta,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.803030303030303,0.803030303030303,Behind,2026-07-15 12:00:00
Moderate,14,66,0.21,14.0,0.21212121212121213,Behind,La Quinta,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.803030303030303,0.803030303030303,Behind,2026-07-15 12:00:00
Total,1347,364,3.7005494505494507,1347.0,3.7005494505494507,Met,La Quinta,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.803030303030303,0.803030303030303,Behind,2026-07-15 12:00:00
Very Low,104,91,1.14,104.0,1.1428571428571428,Met,La Quinta,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.803030303030303,0.803030303030303,Behind,2026-07-15 12:00:00
Above Moderate,1045,544,1.92,1760.9515570934257,3.237043303480562,Met,La Quinta,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.259609728011215,0.2661935555067879,Far Off Track,2026-07-15 12:00:00
Low,4,269,0.01,6.740484429065744,0.025057562933329905,Far Off Track,La Quinta,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.259609728011215,0.2661935555067879,Far Off Track,2026-07-15 12:00:00
Moderate,7,297,0.02,11.795847750865052,0.03971665909382172,Far Off Track,La Quinta,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.259609728011215,0.2661935555067879,Far Off Track,2026-07-15 12:00:00
Total,1056,1530,0.6901960784313725,1779.4878892733566,1.1630639799172264,On Track,La Quinta,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.259609728011215,0.2661935555067879,Far Off Track,2026-07-15 12:00:00
Very Low,0,420,0.0,0.0,0.0,Far Off Track,La Quinta,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.259609728011215,0.2661935555067879,Far Off Track,2026-07-15 12:00:00
Above Moderate,324,233,1.39,324.0,1.390557939914163,Met,La Verne,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.528864277819445,0.528864277819445,Behind,2026-07-15 12:00:00
Low,17,88,0.19,17.0,0.19318181818181818,Behind,La Verne,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.528864277819445,0.528864277819445,Behind,2026-07-15 12:00:00
Moderate,56,94,0.6,56.0,0.5957446808510638,Behind,La Verne,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.528864277819445,0.528864277819445,Behind,2026-07-15 12:00:00
Total,445,562,0.791814946619217,445.0,0.791814946619217,Behind,La Verne,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.528864277819445,0.528864277819445,Behind,2026-07-15 12:00:00
Very Low,48,147,0.33,48.0,0.32653061224489793,Behind,La Verne,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.528864277819445,0.528864277819445,Behind,2026-07-15 12:00:00
Above Moderate,24,470,0.05,40.44290657439446,0.08604873739232864,Far Off Track,La Verne,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.05004734497539569,0.0843358373806841,Far Off Track,2026-07-15 12:00:00
Low,2,239,0.01,3.370242214532872,0.014101431859970176,Far Off Track,La Verne,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.05004734497539569,0.0843358373806841,Far Off Track,2026-07-15 12:00:00
Moderate,19,223,0.09,32.017301038062286,0.1435753409778578,Far Off Track,La Verne,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.05004734497539569,0.0843358373806841,Far Off Track,2026-07-15 12:00:00
Total,68,1346,0.05052005943536404,114.58823529411765,0.08513241849488681,Far Off Track,La Verne,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.05004734497539569,0.0843358373806841,Far Off Track,2026-07-15 12:00:00
Very Low,23,414,0.06,38.75778546712803,0.09361783929257979,Far Off Track,La Verne,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.05004734497539569,0.0843358373806841,Far Off Track,2026-07-15 12:00:00
Above Moderate,532,99,5.37,532.0,5.373737373737374,Met,Lafayette,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.5355351170568562,0.5355351170568562,Behind,2026-07-15 12:00:00
Low,6,78,0.08,6.0,0.07692307692307693,Behind,Lafayette,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.5355351170568562,0.5355351170568562,Behind,2026-07-15 12:00:00
Moderate,154,85,1.81,154.0,1.811764705882353,Met,Lafayette,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.5355351170568562,0.5355351170568562,Behind,2026-07-15 12:00:00
Total,701,400,1.7525,701.0,1.7525,Met,Lafayette,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.5355351170568562,0.5355351170568562,Behind,2026-07-15 12:00:00
Very Low,9,138,0.07,9.0,0.06521739130434782,Behind,Lafayette,City,Contra Costa,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,2,4,0.5355351170568562,0.5355351170568562,Behind,2026-07-15 12:00:00
Above Moderate,87,845,0.1,201.5971451229183,0.23857650310404532,Far Off Track,Lafayette,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.09020788411250458,0.20903048166275842,Far Off Track,2026-07-15 12:00:00
Low,12,344,0.03,27.80650277557494,0.0808328569057411,Far Off Track,Lafayette,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.09020788411250458,0.20903048166275842,Far Off Track,2026-07-15 12:00:00
