Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Very Low,44,44,1.0,44.0,1.0,Met,Signal Hill,City,Los Angeles,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,2,4,0.8928571428571428,0.8928571428571428,Behind,2026-07-15 12:00:00
Above Moderate,30,188,0.16,50.55363321799308,0.268902304351027,Far Off Track,Signal Hill,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0398936170212766,0.06722557608775676,Far Off Track,2026-07-15 12:00:00
Low,0,78,0.0,0.0,0.0,Far Off Track,Signal Hill,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0398936170212766,0.06722557608775676,Far Off Track,2026-07-15 12:00:00
Moderate,0,90,0.0,0.0,0.0,Far Off Track,Signal Hill,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0398936170212766,0.06722557608775676,Far Off Track,2026-07-15 12:00:00
Total,30,517,0.058027079303675046,50.55363321799308,0.0977826561276462,Far Off Track,Signal Hill,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0398936170212766,0.06722557608775676,Far Off Track,2026-07-15 12:00:00
Very Low,0,161,0.0,0.0,0.0,Far Off Track,Signal Hill,City,Los Angeles,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0398936170212766,0.06722557608775676,Far Off Track,2026-07-15 12:00:00
Above Moderate,656,509,1.29,656.0,1.2888015717092338,Met,Simi Valley,City,Ventura,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3789931477347839,0.3789931477347839,Behind,2026-07-15 12:00:00
Low,3,208,0.01,3.0,0.014423076923076924,Behind,Simi Valley,City,Ventura,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3789931477347839,0.3789931477347839,Behind,2026-07-15 12:00:00
Moderate,89,229,0.39,89.0,0.388646288209607,Behind,Simi Valley,City,Ventura,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3789931477347839,0.3789931477347839,Behind,2026-07-15 12:00:00
Total,783,1256,0.6234076433121019,783.0,0.6234076433121019,Behind,Simi Valley,City,Ventura,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3789931477347839,0.3789931477347839,Behind,2026-07-15 12:00:00
Very Low,35,310,0.11,35.0,0.11290322580645161,Behind,Simi Valley,City,Ventura,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.3789931477347839,0.3789931477347839,Behind,2026-07-15 12:00:00
Above Moderate,809,1033,0.78,1363.262975778547,1.3197124644516427,On Track,Simi Valley,City,Ventura,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.44459823303590673,0.6692737506292574,Somewhat Off Track,2026-07-15 12:00:00
Low,270,493,0.55,454.98269896193773,0.9228857991114355,Nearly On Track,Simi Valley,City,Ventura,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.44459823303590673,0.6692737506292574,Somewhat Off Track,2026-07-15 12:00:00
Moderate,153,518,0.3,257.8235294117647,0.497728821258233,Far Off Track,Simi Valley,City,Ventura,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.44459823303590673,0.6692737506292574,Somewhat Off Track,2026-07-15 12:00:00
Total,1346,2793,0.48191908342284284,2268.173010380623,0.8120920194703269,Nearly On Track,Simi Valley,City,Ventura,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.44459823303590673,0.6692737506292574,Somewhat Off Track,2026-07-15 12:00:00
Very Low,114,749,0.15,192.1038062283737,0.2564803821473614,Far Off Track,Simi Valley,City,Ventura,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.44459823303590673,0.6692737506292574,Somewhat Off Track,2026-07-15 12:00:00
Above Moderate,93,110,0.85,93.0,0.8454545454545455,Behind,Siskiyou County,County,Siskiyou,Far North,5,06/30/2014 - 02/15/2023,2014-06-30,2023-02-15,True,2026-07-15,True,3152,4398,1.3953045685279188,0,4,0.21136363636363636,0.21136363636363636,Behind,2026-07-15 12:00:00
Low,0,40,0.0,0.0,0.0,Behind,Siskiyou County,County,Siskiyou,Far North,5,06/30/2014 - 02/15/2023,2014-06-30,2023-02-15,True,2026-07-15,True,3152,4398,1.3953045685279188,0,4,0.21136363636363636,0.21136363636363636,Behind,2026-07-15 12:00:00
Moderate,0,43,0.0,0.0,0.0,Behind,Siskiyou County,County,Siskiyou,Far North,5,06/30/2014 - 02/15/2023,2014-06-30,2023-02-15,True,2026-07-15,True,3152,4398,1.3953045685279188,0,4,0.21136363636363636,0.21136363636363636,Behind,2026-07-15 12:00:00
Total,93,258,0.36046511627906974,93.0,0.36046511627906974,Behind,Siskiyou County,County,Siskiyou,Far North,5,06/30/2014 - 02/15/2023,2014-06-30,2023-02-15,True,2026-07-15,True,3152,4398,1.3953045685279188,0,4,0.21136363636363636,0.21136363636363636,Behind,2026-07-15 12:00:00
Very Low,0,65,0.0,0.0,0.0,Behind,Siskiyou County,County,Siskiyou,Far North,5,06/30/2014 - 02/15/2023,2014-06-30,2023-02-15,True,2026-07-15,True,3152,4398,1.3953045685279188,0,4,0.21136363636363636,0.21136363636363636,Behind,2026-07-15 12:00:00
Above Moderate,107,0,0.0,233.6726457399103,,No Allocation,Siskiyou County,County,Siskiyou,Far North,6,11/15/2022 - 11/15/2030,2022-11-15,2030-11-15,True,2026-07-15,True,2922,1338,0.45790554414784396,2,2,1.0,1.0,Met,2026-07-15 12:00:00
Low,1,1,1.0,2.1838565022421523,2.1838565022421523,Met,Siskiyou County,County,Siskiyou,Far North,6,11/15/2022 - 11/15/2030,2022-11-15,2030-11-15,True,2026-07-15,True,2922,1338,0.45790554414784396,2,2,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,0,0,0.0,0.0,,No Allocation,Siskiyou County,County,Siskiyou,Far North,6,11/15/2022 - 11/15/2030,2022-11-15,2030-11-15,True,2026-07-15,True,2922,1338,0.45790554414784396,2,2,1.0,1.0,Met,2026-07-15 12:00:00
Total,111,2,55.5,242.4080717488789,121.20403587443946,Met,Siskiyou County,County,Siskiyou,Far North,6,11/15/2022 - 11/15/2030,2022-11-15,2030-11-15,True,2026-07-15,True,2922,1338,0.45790554414784396,2,2,1.0,1.0,Met,2026-07-15 12:00:00
Very Low,3,1,3.0,6.551569506726457,6.551569506726457,Met,Siskiyou County,County,Siskiyou,Far North,6,11/15/2022 - 11/15/2030,2022-11-15,2030-11-15,True,2026-07-15,True,2922,1338,0.45790554414784396,2,2,1.0,1.0,Met,2026-07-15 12:00:00
Above Moderate,54,131,0.41,54.0,0.4122137404580153,Behind,Solana Beach,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,0,4,0.22358798531007096,0.22358798531007096,Behind,2026-07-15 12:00:00
Low,6,65,0.09,6.0,0.09230769230769231,Behind,Solana Beach,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,0,4,0.22358798531007096,0.22358798531007096,Behind,2026-07-15 12:00:00
Moderate,23,59,0.39,23.0,0.3898305084745763,Behind,Solana Beach,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,0,4,0.22358798531007096,0.22358798531007096,Behind,2026-07-15 12:00:00
Total,83,340,0.24411764705882352,83.0,0.24411764705882352,Behind,Solana Beach,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,0,4,0.22358798531007096,0.22358798531007096,Behind,2026-07-15 12:00:00
Very Low,0,85,0.0,0.0,0.0,Behind,Solana Beach,City,San Diego,San Diego (Regional),5,04/30/2013 - 04/30/2021,2013-04-30,2021-04-30,True,2026-07-15,True,2922,4824,1.6509240246406571,0,4,0.22358798531007096,0.22358798531007096,Behind,2026-07-15 12:00:00
Above Moderate,78,240,0.33,119.82965299684541,0.4992902208201892,Far Off Track,Solana Beach,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.280001965408805,0.43016074812015154,Far Off Track,2026-07-15 12:00:00
Low,32,159,0.2,49.1608832807571,0.3091879451619943,Far Off Track,Solana Beach,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.280001965408805,0.43016074812015154,Far Off Track,2026-07-15 12:00:00
Moderate,95,160,0.59,145.94637223974763,0.9121648264984227,Nearly On Track,Solana Beach,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.280001965408805,0.43016074812015154,Far Off Track,2026-07-15 12:00:00
Total,205,875,0.2342857142857143,314.93690851735016,0.3599278954484002,Far Off Track,Solana Beach,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.280001965408805,0.43016074812015154,Far Off Track,2026-07-15 12:00:00
Very Low,0,316,0.0,0.0,0.0,Far Off Track,Solana Beach,City,San Diego,San Diego (Regional),6,04/30/2021 - 04/30/2029,2021-04-30,2029-04-30,True,2026-07-15,True,2922,1902,0.6509240246406571,0,4,0.280001965408805,0.43016074812015154,Far Off Track,2026-07-15 12:00:00
Above Moderate,173,43,4.02,173.0,4.023255813953488,Met,Solano County,County,Solano,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.8173076923076923,0.8173076923076923,Behind,2026-07-15 12:00:00
Low,134,15,8.93,134.0,8.933333333333334,Met,Solano County,County,Solano,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.8173076923076923,0.8173076923076923,Behind,2026-07-15 12:00:00
Moderate,54,19,2.84,54.0,2.8421052631578947,Met,Solano County,County,Solano,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.8173076923076923,0.8173076923076923,Behind,2026-07-15 12:00:00
Total,368,103,3.5728155339805827,368.0,3.5728155339805827,Met,Solano County,County,Solano,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.8173076923076923,0.8173076923076923,Behind,2026-07-15 12:00:00
Very Low,7,26,0.27,7.0,0.2692307692307692,Behind,Solano County,County,Solano,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,3,4,0.8173076923076923,0.8173076923076923,Behind,2026-07-15 12:00:00
Above Moderate,62,129,0.48,143.66693100713718,1.1136971395902107,On Track,Solano County,County,Solano,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.38104789590254706,0.7917200067973265,Nearly On Track,2026-07-15 12:00:00
Low,27,50,0.54,62.564631245043614,1.2512926249008722,On Track,Solano County,County,Solano,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.38104789590254706,0.7917200067973265,Nearly On Track,2026-07-15 12:00:00
Moderate,24,56,0.43,55.61300555114988,0.9930893848419622,Nearly On Track,Solano County,County,Solano,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.38104789590254706,0.7917200067973265,Nearly On Track,2026-07-15 12:00:00
Total,119,315,0.37777777777777777,275.74781919111814,0.8753899021940258,Nearly On Track,Solano County,County,Solano,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.38104789590254706,0.7917200067973265,Nearly On Track,2026-07-15 12:00:00
Very Low,6,80,0.07,13.90325138778747,0.17379064234734337,Far Off Track,Solano County,County,Solano,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.38104789590254706,0.7917200067973265,Nearly On Track,2026-07-15 12:00:00
Above Moderate,362,80,4.53,362.0,4.525,Met,Soledad,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.25,0.25,Behind,2026-07-15 12:00:00
Low,0,30,0.0,0.0,0.0,Behind,Soledad,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.25,0.25,Behind,2026-07-15 12:00:00
Moderate,0,35,0.0,0.0,0.0,Behind,Soledad,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.25,0.25,Behind,2026-07-15 12:00:00
Total,362,191,1.8952879581151831,362.0,1.8952879581151831,Met,Soledad,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.25,0.25,Behind,2026-07-15 12:00:00
Very Low,0,46,0.0,0.0,0.0,Behind,Soledad,City,Monterey,Central Coast,5,12/31/2015 - 12/31/2023,2015-12-31,2023-12-31,True,2026-07-15,True,2922,3849,1.3172484599589322,1,4,0.25,0.25,Behind,2026-07-15 12:00:00
Above Moderate,37,376,0.1,114.64899257688229,0.304917533449155,Far Off Track,Soledad,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.024601063829787235,0.07622938336228875,Far Off Track,2026-07-15 12:00:00
Low,0,65,0.0,0.0,0.0,Far Off Track,Soledad,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.024601063829787235,0.07622938336228875,Far Off Track,2026-07-15 12:00:00
Moderate,0,183,0.0,0.0,0.0,Far Off Track,Soledad,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.024601063829787235,0.07622938336228875,Far Off Track,2026-07-15 12:00:00
Total,37,724,0.05110497237569061,114.64899257688229,0.1583549621227656,Far Off Track,Soledad,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.024601063829787235,0.07622938336228875,Far Off Track,2026-07-15 12:00:00
Very Low,0,100,0.0,0.0,0.0,Far Off Track,Soledad,City,Monterey,Central Coast,6,12/15/2023 - 12/15/2031,2023-12-15,2031-12-15,True,2026-07-15,True,2922,943,0.32272416153319644,0,4,0.024601063829787235,0.07622938336228875,Far Off Track,2026-07-15 12:00:00
Above Moderate,92,75,1.23,92.0,1.2266666666666666,Met,Solvang,City,Santa Barbara,Central Coast,5,02/15/2015 - 02/15/2023,2015-02-15,2023-02-15,True,2026-07-15,True,2922,4168,1.4264202600958247,1,4,0.5976190476190477,0.5976190476190477,Behind,2026-07-15 12:00:00
Low,14,28,0.5,14.0,0.5,Behind,Solvang,City,Santa Barbara,Central Coast,5,02/15/2015 - 02/15/2023,2015-02-15,2023-02-15,True,2026-07-15,True,2922,4168,1.4264202600958247,1,4,0.5976190476190477,0.5976190476190477,Behind,2026-07-15 12:00:00
Moderate,1,30,0.03,1.0,0.03333333333333333,Behind,Solvang,City,Santa Barbara,Central Coast,5,02/15/2015 - 02/15/2023,2015-02-15,2023-02-15,True,2026-07-15,True,2922,4168,1.4264202600958247,1,4,0.5976190476190477,0.5976190476190477,Behind,2026-07-15 12:00:00
Total,143,175,0.8171428571428572,143.0,0.8171428571428572,Behind,Solvang,City,Santa Barbara,Central Coast,5,02/15/2015 - 02/15/2023,2015-02-15,2023-02-15,True,2026-07-15,True,2922,4168,1.4264202600958247,1,4,0.5976190476190477,0.5976190476190477,Behind,2026-07-15 12:00:00
Very Low,36,42,0.86,36.0,0.8571428571428571,Behind,Solvang,City,Santa Barbara,Central Coast,5,02/15/2015 - 02/15/2023,2015-02-15,2023-02-15,True,2026-07-15,True,2922,4168,1.4264202600958247,1,4,0.5976190476190477,0.5976190476190477,Behind,2026-07-15 12:00:00
Above Moderate,21,75,0.28,49.247191011235955,0.6566292134831461,Somewhat Off Track,Solvang,City,Santa Barbara,Central Coast,6,02/15/2023 - 02/15/2031,2023-02-15,2031-02-15,True,2026-07-15,True,2922,1246,0.4264202600958248,0,4,0.07,0.16415730337078652,Far Off Track,2026-07-15 12:00:00
Low,0,39,0.0,0.0,0.0,Far Off Track,Solvang,City,Santa Barbara,Central Coast,6,02/15/2023 - 02/15/2031,2023-02-15,2031-02-15,True,2026-07-15,True,2922,1246,0.4264202600958248,0,4,0.07,0.16415730337078652,Far Off Track,2026-07-15 12:00:00
Moderate,0,22,0.0,0.0,0.0,Far Off Track,Solvang,City,Santa Barbara,Central Coast,6,02/15/2023 - 02/15/2031,2023-02-15,2031-02-15,True,2026-07-15,True,2922,1246,0.4264202600958248,0,4,0.07,0.16415730337078652,Far Off Track,2026-07-15 12:00:00
Total,21,191,0.1099476439790576,49.247191011235955,0.2578386963939055,Far Off Track,Solvang,City,Santa Barbara,Central Coast,6,02/15/2023 - 02/15/2031,2023-02-15,2031-02-15,True,2026-07-15,True,2922,1246,0.4264202600958248,0,4,0.07,0.16415730337078652,Far Off Track,2026-07-15 12:00:00
Very Low,0,55,0.0,0.0,0.0,Far Off Track,Solvang,City,Santa Barbara,Central Coast,6,02/15/2023 - 02/15/2031,2023-02-15,2031-02-15,True,2026-07-15,True,2922,1246,0.4264202600958248,0,4,0.07,0.16415730337078652,Far Off Track,2026-07-15 12:00:00
Above Moderate,82,63,1.3,82.0,1.3015873015873016,Met,Sonoma,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Low,35,23,1.52,35.0,1.5217391304347827,Met,Sonoma,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,53,27,1.96,53.0,1.962962962962963,Met,Sonoma,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Total,194,137,1.416058394160584,194.0,1.416058394160584,Met,Sonoma,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Very Low,24,24,1.0,24.0,1.0,Met,Sonoma,City,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Above Moderate,25,130,0.19,57.930214115781126,0.44561703165985483,Far Off Track,Sonoma,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.15671397126969416,0.3631389564235102,Far Off Track,2026-07-15 12:00:00
Low,3,48,0.06,6.951625693893735,0.14482553528945283,Far Off Track,Sonoma,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.15671397126969416,0.3631389564235102,Far Off Track,2026-07-15 12:00:00
Moderate,18,50,0.36,41.70975416336241,0.8341950832672482,Nearly On Track,Sonoma,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.15671397126969416,0.3631389564235102,Far Off Track,2026-07-15 12:00:00
Total,47,311,0.15112540192926044,108.90880253766852,0.3501890756838216,Far Off Track,Sonoma,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.15671397126969416,0.3631389564235102,Far Off Track,2026-07-15 12:00:00
Very Low,1,83,0.01,2.317208564631245,0.027918175477484878,Far Off Track,Sonoma,City,Sonoma,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.15671397126969416,0.3631389564235102,Far Off Track,2026-07-15 12:00:00
Above Moderate,1483,192,7.72,1483.0,7.723958333333333,Met,Sonoma County,County,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Low,313,37,8.46,313.0,8.45945945945946,Met,Sonoma County,County,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Moderate,633,160,3.96,633.0,3.95625,Met,Sonoma County,County,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
Total,2610,515,5.067961165048544,2610.0,5.067961165048544,Met,Sonoma County,County,Sonoma,Bay Area,5,01/31/2015 - 01/31/2023,2015-01-31,2023-01-31,True,2026-07-15,True,2922,4183,1.4315537303216974,4,4,1.0,1.0,Met,2026-07-15 12:00:00
