Geographic Level,Location,Date,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More
State,New Mexico,2025-02,560,488,2,0,70
State,New York,2025-02,1285,698,98,27,462
State,North Carolina,2025-02,7678,5900,64,17,1697
State,North Dakota,2025-02,50,48,2,0,0
State,Ohio,2025-02,3099,1152,70,218,1659
State,Oklahoma,2025-02,1353,1016,34,4,299
State,Oregon,2025-02,836,684,16,7,129
State,Pennsylvania,2025-02,2282,1311,30,45,896
State,Rhode Island,2025-02,107,65,36,6,0
State,South Carolina,2025-02,3835,3333,60,30,412
State,South Dakota,2025-02,176,130,6,3,37
State,Tennessee,2025-02,3256,2506,12,26,712
State,Texas,2025-02,16459,12700,378,184,3197
State,Utah,2025-02,1863,1201,20,30,612
State,Vermont,2025-02,91,64,4,3,20
State,Virginia,2025-02,2618,1485,36,3,1094
State,Washington,2025-02,2105,1370,132,64,539
State,West Virginia,2025-02,273,232,0,0,41
State,Wisconsin,2025-02,1291,854,140,14,283
State,Wyoming,2025-02,139,97,2,35,5
Metro,Bakersfield,2025-03,258,251,4,3,0
Metro,Chico,2025-03,75,75,0,0,0
Metro,El Centro,2025-03,19,12,2,0,5
Metro,Fresno,2025-03,225,217,0,3,5
Metro,Hanford,2025-03,42,35,2,0,5
Metro,Inland Empire,2025-03,1220,1045,6,17,152
Metro,Los Angeles,2025-03,1873,1005,144,41,683
Metro,Merced,2025-03,35,35,0,0,0
Metro,Modesto,2025-03,84,84,0,0,0
Metro,Napa,2025-03,25,25,0,0,0
Metro,Redding,2025-03,30,25,0,0,5
Metro,Sacramento,2025-03,805,763,26,8,8
Metro,Salinas,2025-03,37,33,4,0,0
Metro,San Diego,2025-03,694,269,38,21,366
Metro,San Francisco,2025-03,686,179,2,9,496
Metro,San Jose,2025-03,279,219,4,3,53
Metro,San Luis Obispo,2025-03,30,30,0,0,0
Metro,Santa Barbara,2025-03,47,42,0,0,5
Metro,Santa Cruz,2025-03,17,12,0,0,5
Metro,Santa Rosa,2025-03,100,62,0,0,38
Metro,Stockton,2025-03,317,317,0,0,0
Metro,Vallejo,2025-03,44,44,0,0,0
Metro,Ventura,2025-03,47,42,0,0,5
Metro,Visalia,2025-03,133,133,0,0,0
Metro,Yuba City,2025-03,41,41,0,0,0
State,Alabama,2025-03,1598,1518,12,3,65
State,Alaska,2025-03,123,58,6,0,59
State,Arizona,2025-03,5024,3309,48,7,1660
State,Arkansas,2025-03,1675,1359,110,21,185
State,California,2025-03,7337,5067,232,112,1926
State,Colorado,2025-03,2607,1626,14,44,923
State,Connecticut,2025-03,369,183,12,20,154
State,Delaware,2025-03,514,426,16,0,72
State,Florida,2025-03,14771,9605,156,182,4828
State,Georgia,2025-03,5482,4131,40,141,1170
State,Hawaii,2025-03,299,221,16,0,62
State,Idaho,2025-03,1893,1272,32,3,586
State,Illinois,2025-03,1338,964,36,54,284
State,Indiana,2025-03,2402,1689,34,10,669
State,Iowa,2025-03,1273,672,70,14,517
State,Kansas,2025-03,891,569,188,0,134
State,Kentucky,2025-03,1459,835,26,22,576
State,Louisiana,2025-03,1297,1185,54,4,54
State,Maine,2025-03,724,416,12,3,293
State,Maryland,2025-03,1007,868,10,0,129
State,Massachusetts,2025-03,941,400,24,16,501
State,Michigan,2025-03,1905,1233,90,68,514
State,Minnesota,2025-03,1589,1051,20,21,497
State,Mississippi,2025-03,728,704,4,0,20
State,Missouri,2025-03,1343,1010,56,41,236
State,Montana,2025-03,464,210,30,19,205
State,Nebraska,2025-03,796,471,44,11,270
State,Nevada,2025-03,1886,1289,18,60,519
State,New Hampshire,2025-03,280,199,16,3,62
State,New Jersey,2025-03,3337,1690,92,72,1483
State,New Mexico,2025-03,911,574,0,0,337
State,New York,2025-03,2116,884,90,58,1084
State,North Carolina,2025-03,8873,6514,118,16,2225
State,North Dakota,2025-03,176,123,2,0,51
State,Ohio,2025-03,3241,1467,82,84,1608
State,Oklahoma,2025-03,1350,1166,90,30,64
State,Oregon,2025-03,1371,920,38,17,396
State,Pennsylvania,2025-03,2363,1618,42,56,647
State,Rhode Island,2025-03,83,55,4,3,21
State,South Carolina,2025-03,4280,3364,100,97,719
State,South Dakota,2025-03,539,303,10,13,213
State,Tennessee,2025-03,4801,3165,28,29,1579
State,Texas,2025-03,19080,13545,600,277,4658
State,Utah,2025-03,2224,1545,22,25,632
State,Vermont,2025-03,115,97,4,4,10
State,Virginia,2025-03,2792,1847,46,7,892
State,Washington,2025-03,2579,1627,152,71,729
State,West Virginia,2025-03,346,261,20,17,48
State,Wisconsin,2025-03,1447,1013,140,7,287
State,Wyoming,2025-03,153,140,4,4,5
Metro,Bakersfield,2025-04,251,216,30,0,5
Metro,Chico,2025-04,174,65,6,0,103
Metro,El Centro,2025-04,30,30,0,0,0
Metro,Fresno,2025-04,324,312,0,0,12
Metro,Hanford,2025-04,37,30,0,0,7
Metro,Inland Empire,2025-04,1250,943,26,32,249
Metro,Los Angeles,2025-04,2411,1102,122,56,1131
Metro,Merced,2025-04,36,36,0,0,0
Metro,Modesto,2025-04,43,43,0,0,0
Metro,Napa,2025-04,36,36,0,0,0
Metro,Redding,2025-04,61,61,0,0,0
Metro,Sacramento,2025-04,1455,808,12,0,635
Metro,Salinas,2025-04,77,47,0,0,30
Metro,San Diego,2025-04,1027,327,26,47,627
Metro,San Francisco,2025-04,339,221,6,0,112
Metro,San Jose,2025-04,532,162,0,4,366
Metro,San Luis Obispo,2025-04,66,60,2,4,0
Metro,Santa Barbara,2025-04,34,27,2,0,5
Metro,Santa Cruz,2025-04,23,13,0,0,10
Metro,Santa Rosa,2025-04,81,76,0,0,5
Metro,Stockton,2025-04,275,275,0,0,0
Metro,Vallejo,2025-04,55,55,0,0,0
Metro,Ventura,2025-04,81,40,0,3,38
Metro,Visalia,2025-04,194,181,10,3,0
Metro,Yuba City,2025-04,56,56,0,0,0
State,Alabama,2025-04,1590,1465,22,19,84
State,Alaska,2025-04,83,60,14,3,6
State,Arizona,2025-04,5235,3209,160,23,1843
State,Arkansas,2025-04,1458,889,62,23,484
State,California,2025-04,9097,5339,244,149,3365
State,Colorado,2025-04,3233,1954,128,24,1127
State,Connecticut,2025-04,621,218,6,16,381
State,Delaware,2025-04,533,481,16,0,36
State,Florida,2025-04,13851,10531,232,96,2992
State,Georgia,2025-04,6081,4270,54,27,1730
State,Hawaii,2025-04,348,200,16,0,132
State,Idaho,2025-04,1930,1380,38,35,477
State,Illinois,2025-04,1563,1009,52,59,443
State,Indiana,2025-04,2864,2019,64,3,778
State,Iowa,2025-04,1175,858,50,7,260
State,Kansas,2025-04,972,602,184,41,145
State,Kentucky,2025-04,1578,874,22,35,647
State,Louisiana,2025-04,1464,1168,38,3,255
State,Maine,2025-04,663,524,62,3,74
State,Maryland,2025-04,1253,915,18,8,312
State,Massachusetts,2025-04,1101,442,44,12,603
State,Michigan,2025-04,2049,1553,62,38,396
State,Minnesota,2025-04,2297,1325,28,22,922
State,Mississippi,2025-04,661,598,4,17,42
State,Missouri,2025-04,1354,1045,82,28,199
State,Montana,2025-04,442,281,38,20,103
State,Nebraska,2025-04,823,515,34,8,266
State,Nevada,2025-04,2185,1226,246,14,699
State,New Hampshire,2025-04,376,268,8,21,79
State,New Jersey,2025-04,2544,1352,114,92,986
State,New Mexico,2025-04,679,579,30,6,64
State,New York,2025-04,2840,862,98,63,1817
State,North Carolina,2025-04,7279,6140,92,18,1029
State,North Dakota,2025-04,209,200,4,0,5
State,Ohio,2025-04,2419,1631,44,105,639
State,Oklahoma,2025-04,1814,1024,44,3,743
State,Oregon,2025-04,1190,813,40,10,327
State,Pennsylvania,2025-04,2327,1575,50,30,672
State,Rhode Island,2025-04,119,56,26,6,31
State,South Carolina,2025-04,3977,3739,42,75,121
State,South Dakota,2025-04,597,429,10,6,152
State,Tennessee,2025-04,3986,3029,68,36,853
State,Texas,2025-04,22300,14393,676,505,6726
State,Utah,2025-04,2129,1574,20,84,451
State,Vermont,2025-04,187,156,10,6,15
State,Virginia,2025-04,2878,1744,68,18,1048
State,Washington,2025-04,3004,1832,90,93,989
State,West Virginia,2025-04,385,357,8,0,20
State,Wisconsin,2025-04,1969,1395,152,22,400
State,Wyoming,2025-04,203,168,12,11,12
Metro,Bakersfield,2025-05,252,221,26,0,5
Metro,Chico,2025-05,125,58,6,0,61
Metro,El Centro,2025-05,21,16,0,0,5
Metro,Fresno,2025-05,306,180,4,0,122
Metro,Hanford,2025-05,65,28,0,3,34
Metro,Inland Empire,2025-05,1320,877,24,24,395
Metro,Los Angeles,2025-05,2401,1034,164,48,1155
Metro,Merced,2025-05,38,38,0,0,0
Metro,Modesto,2025-05,48,43,0,0,5
Metro,Napa,2025-05,17,17,0,0,0
Metro,Redding,2025-05,20,20,0,0,0
Metro,Sacramento,2025-05,960,720,30,0,210
Metro,Salinas,2025-05,63,48,2,0,13
Metro,San Diego,2025-05,968,363,32,14,559
Metro,San Francisco,2025-05,1007,215,8,0,784
Metro,San Jose,2025-05,186,159,0,0,27
Metro,San Luis Obispo,2025-05,67,62,0,0,5
Metro,Santa Barbara,2025-05,46,41,0,0,5
Metro,Santa Cruz,2025-05,35,25,0,0,10
Metro,Santa Rosa,2025-05,117,46,0,0,71
Metro,Stockton,2025-05,195,195,0,0,0
Metro,Vallejo,2025-05,53,53,0,0,0
Metro,Ventura,2025-05,664,51,0,3,610
Metro,Visalia,2025-05,126,126,0,0,0
Metro,Yuba City,2025-05,67,63,4,0,0
State,Alabama,2025-05,1447,1350,4,22,71
State,Alaska,2025-05,136,80,6,23,27
State,Arizona,2025-05,4515,3236,112,54,1113
State,Arkansas,2025-05,789,715,46,23,5
State,California,2025-05,9346,4833,300,92,4121
State,Colorado,2025-05,3479,1696,16,41,1726
State,Connecticut,2025-05,776,177,14,10,575
State,Delaware,2025-05,596,448,8,0,140
State,Florida,2025-05,14564,9777,252,179,4356
State,Georgia,2025-05,4969,3923,52,51,943
State,Hawaii,2025-05,354,243,20,0,91
State,Idaho,2025-05,1636,1326,52,10,248
State,Illinois,2025-05,2192,976,74,48,1094
State,Indiana,2025-05,2647,2048,64,8,527
State,Iowa,2025-05,952,717,32,27,176
State,Kansas,2025-05,981,587,120,14,260
State,Kentucky,2025-05,1345,776,36,25,508
State,Louisiana,2025-05,1101,998,52,0,51
State,Maine,2025-05,618,441,12,3,162
State,Maryland,2025-05,1755,922,0,0,833
State,Massachusetts,2025-05,1085,484,44,26,531
State,Michigan,2025-05,2046,1594,68,30,354
State,Minnesota,2025-05,2024,1374,32,21,597
State,Mississippi,2025-05,784,655,34,3,92
State,Missouri,2025-05,1291,999,36,52,204
State,Montana,2025-05,405,243,26,32,104
State,Nebraska,2025-05,941,495,50,16,380
State,Nevada,2025-05,1559,1283,4,0,272
State,New Hampshire,2025-05,470,269,18,21,162
State,New Jersey,2025-05,2404,1257,72,82,993
State,New Mexico,2025-05,664,621,6,4,33
State,New York,2025-05,3091,992,92,69,1938
State,North Carolina,2025-05,7349,5902,108,9,1330
State,North Dakota,2025-05,306,282,14,0,10
State,Ohio,2025-05,4004,1671,40,39,2254
State,Oklahoma,2025-05,1066,958,70,6,32
State,Oregon,2025-05,1119,841,36,0,242
State,Pennsylvania,2025-05,2022,1415,20,35,552
State,Rhode Island,2025-05,143,64,20,15,44
State,South Carolina,2025-05,4440,3979,38,17,406
State,South Dakota,2025-05,372,318,6,4,44
State,Tennessee,2025-05,3358,2885,42,67,364
State,Texas,2025-05,18642,13387,754,380,4121
State,Utah,2025-05,1941,1408,18,33,482
State,Vermont,2025-05,170,132,6,6,26
State,Virginia,2025-05,2581,1766,12,0,803
State,Washington,2025-05,2785,1670,98,50,967
State,West Virginia,2025-05,398,335,6,0,57
State,Wisconsin,2025-05,3038,1316,132,24,1566
State,Wyoming,2025-05,204,188,2,4,10
Metro,Bakersfield,2025-06,249,202,34,3,10
Metro,Chico,2025-06,84,70,2,0,12
Metro,El Centro,2025-06,8,6,2,0,0
Metro,Fresno,2025-06,297,266,4,0,27
Metro,Hanford,2025-06,41,29,0,3,9
Metro,Inland Empire,2025-06,1619,564,30,8,1017
Metro,Los Angeles,2025-06,2480,997,128,36,1319
Metro,Merced,2025-06,184,104,0,0,80
Metro,Modesto,2025-06,82,77,0,0,5
Metro,Napa,2025-06,21,21,0,0,0
Metro,Redding,2025-06,14,14,0,0,0
Metro,Sacramento,2025-06,701,659,28,14,0
Metro,Salinas,2025-06,77,60,2,0,15
Metro,San Diego,2025-06,1814,252,78,34,1450
Metro,San Francisco,2025-06,701,243,8,0,450
Metro,San Jose,2025-06,245,162,2,0,81
Metro,San Luis Obispo,2025-06,64,64,0,0,0
Metro,Santa Barbara,2025-06,49,39,0,0,10
Metro,Santa Cruz,2025-06,64,13,0,3,48
Metro,Santa Rosa,2025-06,90,82,0,0,8
Metro,Stockton,2025-06,217,217,0,0,0
Metro,Vallejo,2025-06,200,80,0,0,120
Metro,Ventura,2025-06,91,34,0,3,54
Metro,Visalia,2025-06,187,179,8,0,0
Metro,Yuba City,2025-06,23,17,6,0,0
State,Alabama,2025-06,1337,1183,18,27,109
State,Alaska,2025-06,72,38,12,9,13
State,Arizona,2025-06,4553,2984,58,6,1505
State,Arkansas,2025-06,1363,884,66,15,398
State,California,2025-06,9751,4537,340,108,4766
State,Colorado,2025-06,2748,1544,10,22,1172
State,Connecticut,2025-06,356,194,26,9,127
State,Delaware,2025-06,617,517,6,0,94
State,Florida,2025-06,19538,10442,168,45,8883
State,Georgia,2025-06,4194,3587,66,62,479
State,Hawaii,2025-06,263,180,16,0,67
State,Idaho,2025-06,1718,1449,22,63,184
State,Illinois,2025-06,2163,1203,54,56,850
State,Indiana,2025-06,2975,1811,46,22,1096
State,Iowa,2025-06,1688,677,16,24,971
State,Kansas,2025-06,1094,548,98,34,414
State,Kentucky,2025-06,1206,704,20,41,441
State,Louisiana,2025-06,1202,1001,48,3,150
State,Maine,2025-06,574,427,28,6,113
State,Maryland,2025-06,1027,913,10,4,100
State,Massachusetts,2025-06,704,387,26,13,278
State,Michigan,2025-06,2358,1529,30,14,785
State,Minnesota,2025-06,1504,1216,42,24,222
State,Mississippi,2025-06,695,641,6,3,45
State,Missouri,2025-06,2036,951,48,75,962
State,Montana,2025-06,300,212,26,11,51
State,Nebraska,2025-06,1045,461,44,19,521
State,Nevada,2025-06,917,753,4,3,157
State,New Hampshire,2025-06,313,254,8,17,34
State,New Jersey,2025-06,2655,1281,70,50,1254
State,New Mexico,2025-06,880,632,8,0,240
State,New York,2025-06,2857,958,56,50,1793
State,North Carolina,2025-06,7421,5601,72,9,1739
State,North Dakota,2025-06,377,175,2,0,200
State,Ohio,2025-06,3210,1586,40,82,1502
State,Oklahoma,2025-06,1326,914,84,3,325
State,Oregon,2025-06,1254,791,36,43,384
State,Pennsylvania,2025-06,2335,1469,34,43,789
State,Rhode Island,2025-06,200,59,52,3,86
State,South Carolina,2025-06,4264,3444,56,13,751
State,South Dakota,2025-06,551,348,8,7,188
State,Tennessee,2025-06,3962,2809,34,37,1082
State,Texas,2025-06,18712,12067,520,188,5937
State,Utah,2025-06,1795,1353,24,62,356
State,Vermont,2025-06,144,118,4,3,19
State,Virginia,2025-06,2598,1744,84,14,756
State,Washington,2025-06,3147,1513,118,97,1419
State,West Virginia,2025-06,357,311,0,20,26
State,Wisconsin,2025-06,1779,1335,140,0,304
State,Wyoming,2025-06,168,153,2,3,10
Metro,Bakersfield,2025-07,243,211,32,0,0
Metro,Chico,2025-07,69,61,2,0,6
Metro,El Centro,2025-07,25,20,0,0,5
Metro,Fresno,2025-07,336,334,2,0,0
Metro,Hanford,2025-07,31,26,0,0,5
Metro,Inland Empire,2025-07,1007,717,24,7,259
Metro,Los Angeles,2025-07,1694,991,118,29,556
Metro,Merced,2025-07,51,48,0,3,0
Metro,Modesto,2025-07,108,72,0,0,36
Metro,Napa,2025-07,23,21,2,0,0
Metro,Redding,2025-07,19,19,0,0,0
Metro,Sacramento,2025-07,755,549,14,0,192
Metro,Salinas,2025-07,62,55,0,0,7
Metro,San Diego,2025-07,1135,281,96,27,731
Metro,San Francisco,2025-07,299,222,6,4,67
Metro,San Jose,2025-07,623,170,4,0,449
Metro,San Luis Obispo,2025-07,75,56,0,0,19
Metro,Santa Barbara,2025-07,40,33,2,0,5
Metro,Santa Cruz,2025-07,19,16,0,3,0
Metro,Santa Rosa,2025-07,65,54,0,0,11
Metro,Stockton,2025-07,232,232,0,0,0
Metro,Vallejo,2025-07,86,79,0,0,7
Metro,Ventura,2025-07,77,35,0,3,39
Metro,Visalia,2025-07,179,163,0,6,10
Metro,Yuba City,2025-07,71,64,2,0,5
State,Alabama,2025-07,1502,1381,8,7,106
State,Alaska,2025-07,70,44,10,3,13
State,Arizona,2025-07,4520,2493,96,15,1916
State,Arkansas,2025-07,1204,929,102,30,143
State,California,2025-07,7463,4635,308,82,2438
State,Colorado,2025-07,2218,1484,16,7,711
State,Connecticut,2025-07,969,199,16,6,748
State,Delaware,2025-07,601,469,30,0,102
State,Florida,2025-07,14661,8980,350,107,5224
State,Georgia,2025-07,5548,3958,58,90,1442
State,Hawaii,2025-07,307,202,16,0,89
State,Idaho,2025-07,1474,1192,16,11,255
State,Illinois,2025-07,2129,1040,50,80,959
State,Indiana,2025-07,2689,1766,58,0,865
State,Iowa,2025-07,973,662,52,17,242
State,Kansas,2025-07,900,555,80,3,262
State,Kentucky,2025-07,1233,730,24,19,460
State,Louisiana,2025-07,1082,977,40,3,62
State,Maine,2025-07,576,500,10,6,60
State,Maryland,2025-07,1173,876,0,0,297
State,Massachusetts,2025-07,1094,490,20,9,575
State,Michigan,2025-07,2287,1454,48,83,702
State,Minnesota,2025-07,2103,1312,22,3,766
State,Mississippi,2025-07,647,601,2,0,44
State,Missouri,2025-07,1195,954,62,32,147
State,Montana,2025-07,380,221,74,27,58
State,Nebraska,2025-07,1051,662,6,0,383
State,Nevada,2025-07,1240,1046,6,7,181
State,New Hampshire,2025-07,409,255,14,6,134
State,New Jersey,2025-07,2638,1114,86,84,1354
State,New Mexico,2025-07,601,585,16,0,0
State,New York,2025-07,2891,876,80,52,1883
State,North Carolina,2025-07,7156,5484,124,27,1521
State,North Dakota,2025-07,303,208,0,0,95
State,Ohio,2025-07,2775,1386,70,83,1236
State,Oklahoma,2025-07,1135,928,56,6,145
State,Oregon,2025-07,1473,749,44,18,662
State,Pennsylvania,2025-07,1955,1377,46,60,472
State,Rhode Island,2025-07,147,53,32,0,62
State,South Carolina,2025-07,3770,3512,26,22,210
State,South Dakota,2025-07,529,355,10,3,161
State,Tennessee,2025-07,4132,2847,28,38,1219
State,Texas,2025-07,19248,12578,686,331,5653
State,Utah,2025-07,1822,1286,6,53,477
State,Vermont,2025-07,194,121,6,6,61
State,Virginia,2025-07,2577,1915,38,9,615
State,Washington,2025-07,2679,1672,134,57,816
State,West Virginia,2025-07,427,361,0,40,26
State,Wisconsin,2025-07,3059,1297,150,0,1612
State,Wyoming,2025-07,197,183,2,3,9
Metro,Bakersfield,2025-08,309,273,26,0,10
Metro,Chico,2025-08,64,51,2,0,11
Metro,El Centro,2025-08,6,6,0,0,0
Metro,Fresno,2025-08,260,250,2,0,8
Metro,Hanford,2025-08,33,24,0,0,9
Metro,Inland Empire,2025-08,1116,564,20,16,516
Metro,Los Angeles,2025-08,2853,1032,118,32,1671
Metro,Merced,2025-08,48,48,0,0,0
Metro,Modesto,2025-08,85,47,2,0,36
Metro,Napa,2025-08,28,10,0,0,18
Metro,Redding,2025-08,14,14,0,0,0
Metro,Sacramento,2025-08,855,525,40,0,290
Metro,Salinas,2025-08,60,46,0,0,14
Metro,San Diego,2025-08,721,247,60,4,410
Metro,San Francisco,2025-08,354,242,4,3,105
Metro,San Jose,2025-08,1234,179,0,0,1055
Metro,San Luis Obispo,2025-08,46,42,4,0,0
Metro,Santa Barbara,2025-08,48,38,0,0,10
Metro,Santa Cruz,2025-08,122,10,2,0,110
Metro,Santa Rosa,2025-08,58,51,0,0,7
Metro,Stockton,2025-08,183,183,0,0,0
Metro,Vallejo,2025-08,36,36,0,0,0
Metro,Ventura,2025-08,98,23,0,3,72
Metro,Visalia,2025-08,120,118,2,0,0
Metro,Yuba City,2025-08,21,21,0,0,0
State,Alabama,2025-08,1463,1235,12,79,137
State,Alaska,2025-08,90,39,10,3,38
State,Arizona,2025-08,2523,2158,46,19,300
State,Arkansas,2025-08,1659,924,96,44,595
State,California,2025-08,8883,4141,290,58,4394
State,Colorado,2025-08,2830,1295,8,6,1521
State,Connecticut,2025-08,1023,186,8,9,820
State,Delaware,2025-08,480,422,22,0,36
State,Florida,2025-08,13594,8996,238,44,4316
State,Georgia,2025-08,4180,3378,44,29,729
State,Hawaii,2025-08,332,195,14,0,123
State,Idaho,2025-08,1407,1108,34,20,245
State,Illinois,2025-08,1790,1043,62,144,541
State,Indiana,2025-08,2129,1711,42,11,365
State,Iowa,2025-08,1251,676,40,34,501
State,Kansas,2025-08,749,534,118,24,73
State,Kentucky,2025-08,1627,684,68,32,843
State,Louisiana,2025-08,1497,874,54,7,562
State,Maine,2025-08,505,399,12,3,91
State,Maryland,2025-08,902,748,2,0,152
State,Massachusetts,2025-08,911,473,26,10,402
State,Michigan,2025-08,2234,1337,70,29,798
State,Minnesota,2025-08,2441,1335,16,10,1080
State,Mississippi,2025-08,613,582,8,7,16
State,Missouri,2025-08,1711,891,38,74,708
State,Montana,2025-08,938,232,28,53,625
State,Nebraska,2025-08,574,457,12,3,102
State,Nevada,2025-08,798,778,0,8,12
State,New Hampshire,2025-08,440,239,24,18,159
State,New Jersey,2025-08,2513,1288,114,106,1005
State,New Mexico,2025-08,538,474,6,3,55
State,New York,2025-08,2988,928,90,45,1925
State,North Carolina,2025-08,7124,5003,86,30,2005
State,North Dakota,2025-08,351,215,0,0,136
State,Ohio,2025-08,2318,1380,82,52,804
State,Oklahoma,2025-08,1446,930,72,7,437
State,Oregon,2025-08,1248,678,44,16,510
State,Pennsylvania,2025-08,1830,1246,62,61,461
State,Rhode Island,2025-08,143,60,14,7,62
State,South Carolina,2025-08,3661,3035,8,12,606
State,South Dakota,2025-08,674,311,20,24,319
State,Tennessee,2025-08,3313,2603,36,72,602
State,Texas,2025-08,14273,10857,464,177,2775
State,Utah,2025-08,2810,1410,16,81,1303
State,Vermont,2025-08,198,109,4,10,75
State,Virginia,2025-08,2717,1677,56,0,984
State,Washington,2025-08,3101,1427,136,44,1494
State,West Virginia,2025-08,308,280,0,0,28
State,Wisconsin,2025-08,2154,1277,130,11,736
State,Wyoming,2025-08,153,131,2,10,10
Metro,Bakersfield,2025-09,257,222,24,6,5
Metro,Chico,2025-09,69,56,2,0,11
Metro,El Centro,2025-09,8,5,0,3,0
Metro,Fresno,2025-09,348,340,8,0,0
Metro,Hanford,2025-09,35,27,0,0,8
Metro,Inland Empire,2025-09,1389,839,60,14,476
Metro,Los Angeles,2025-09,2142,1085,66,39,952
Metro,Merced,2025-09,94,94,0,0,0
Metro,Modesto,2025-09,50,48,2,0,0
Metro,Napa,2025-09,30,30,0,0,0
Metro,Redding,2025-09,12,12,0,0,0
Metro,Sacramento,2025-09,611,547,34,0,30
Metro,Salinas,2025-09,140,52,0,0,88
Metro,San Diego,2025-09,1272,325,40,40,867
Metro,San Francisco,2025-09,626,233,6,0,387
Metro,San Jose,2025-09,546,218,0,0,328
Metro,San Luis Obispo,2025-09,60,60,0,0,0
Metro,Santa Barbara,2025-09,287,44,2,0,241
Metro,Santa Cruz,2025-09,22,12,0,0,10
Metro,Santa Rosa,2025-09,660,64,0,0,596
Metro,Stockton,2025-09,158,158,0,0,0
Metro,Vallejo,2025-09,34,30,4,0,0
Metro,Ventura,2025-09,114,45,0,3,66
Metro,Visalia,2025-09,113,105,8,0,0
Metro,Yuba City,2025-09,61,55,6,0,0
State,Alabama,2025-09,1881,1230,12,58,581
State,Alaska,2025-09,83,60,6,3,14
State,Arizona,2025-09,3384,2540,122,16,706
State,Arkansas,2025-09,1514,830,62,12,610
State,California,2025-09,9275,4791,266,105,4113
State,Colorado,2025-09,2389,1335,10,29,1015
State,Connecticut,2025-09,472,205,12,16,239
State,Delaware,2025-09,479,389,12,0,78
State,Florida,2025-09,13353,8517,374,220,4242
State,Georgia,2025-09,5134,3532,34,42,1526
State,Hawaii,2025-09,133,127,6,0,0
State,Idaho,2025-09,1391,1097,12,11,271
State,Illinois,2025-09,1797,983,66,103,645
State,Indiana,2025-09,2689,1792,34,19,844
State,Iowa,2025-09,889,707,24,27,131
State,Kansas,2025-09,682,479,168,6,29
State,Kentucky,2025-09,1297,763,62,67,405
State,Louisiana,2025-09,1244,1014,46,3,181
State,Maine,2025-09,536,404,20,3,109
State,Maryland,2025-09,716,640,6,0,70
State,Massachusetts,2025-09,1582,441,40,9,1092
State,Michigan,2025-09,2472,1570,78,64,760
State,Minnesota,2025-09,1799,1296,32,57,414
State,Mississippi,2025-09,737,648,56,13,20
State,Missouri,2025-09,1891,1708,64,48,71
State,Montana,2025-09,543,235,10,21,277
State,Nebraska,2025-09,814,568,40,20,186
State,Nevada,2025-09,1095,706,8,0,381
State,New Hampshire,2025-09,521,265,18,6,232
State,New Jersey,2025-09,2476,1299,44,74,1059
State,New Mexico,2025-09,545,471,24,3,47
State,New York,2025-09,3495,955,108,43,2389
State,North Carolina,2025-09,6827,5083,100,38,1606
State,North Dakota,2025-09,183,173,10,0,0
